name,point,ecfprfr_energy
N2,36,-230.068823318619
N2,37,-230.06882331861897
N2,38,-230.06882331861897
N2,39,-230.068823318619
N2,40,-230.068823318619
N2,41,-230.06882331861902
N2,42,-230.06882331861902
N2,43,-230.068823318619
N2,44,-230.06882331861902
N2,45,-230.06882331861902
NH3,0,-230.068823318619
NH3,1,-230.06882331861902
NH3,2,-230.06882331861902
NH3,3,-230.06882331861902
NH3,4,-230.06882331861897
NH3,5,-230.06882331861902
NH3,6,-230.06882331861908
NH3,7,-230.06882331861902
NH3,8,-230.06882331861902
NH3,9,-230.068823318619
NH3,10,-230.06882331861902
NH3,11,-230.06882331861902
NH3,12,-230.06882331861902
NH3,13,-230.06882331861897
NH3,14,-230.06882331861897
NH3,15,-230.06882331861897
NH3,16,-230.068823318619
NH3,17,-230.06882331861897
NH3,18,-230.06882331861902
NH3,19,-230.06882331861902
NH3,20,-230.06882331861902
NH3,21,-230.068823318619
NH3,22,-230.068823318619
NH3,23,-230.068823318619
NH3,24,-230.06882331861902
NH3,25,-230.068823318619
NH3,26,-230.06882331861902
NH3,27,-230.06882331861902
NH3,28,-230.06882331861897
NH3,29,-230.06882331861897
NH3,30,-230.068823318619
NH3,31,-230.06882331861902
NH3,32,-230.068823318619
NH3,33,-230.068823318619
NH3,34,-230.06882331861908
NH3,35,-230.068823318619
NH3,36,-230.06882331861897
NH3,37,-230.06882331861902
NH3,38,-230.06882331861902
NH3,39,-230.068823318619
NH3,40,-230.068823318619
NH3,41,-230.06882331861897
NH3,42,-230.06882331861902
NH3,43,-230.06882331861902
NH3,44,-230.068823318619
NH3,45,-230.068823318619
ala-ala,0,-457.32058872262047
ala-ala,1,-457.32058872262036
ala-ala,2,-457.32058872262047
ala-ala,3,-457.3205887226205
ala-ala,4,-457.32058872262047
ala-ala,5,-457.32058872262047
ala-ala,6,-457.32058872262036
ala-ala,7,-457.32058872262047
ala-ala,8,-457.3205887226205
ala-ala,9,-457.32058872262047
ala-ala,10,-457.32058872262047
ala-ala,11,-420.3201932792809
ala-ala,12,-420.32019327928094
ala-ala,13,-420.3201932792809
ala-ala,14,-420.3201932792808
ala-ala,15,-420.32019327928094
ala-ala,16,-420.3201932792807
ala-ala,17,-420.3201932792808
ala-ala,18,-420.3201932792808
ala-ala,19,-420.3201932792808
ala-ala,20,-420.3201932792808
ala-ala,21,-420.3201932792807
ala-ala,22,-420.3201932792809
ala-ala,23,-420.3201932792807
ala-ala,24,-420.3201932792807
ala-ala,25,-420.3201932792808
ala-ala,26,-420.3201932792808
ala-ala,27,-420.3201932792808
ala-ala,28,-420.3201932792808
ala-ala,29,-420.3201932792807
ala-ala,30,-420.3201932792809
ala-ala,31,-420.32019327928094
ala-ala,32,-420.3201932792807
ala-ala,33,-420.3201932792809
ala-ala,34,-420.3201932792807
ala-ala,35,-420.3201932792809
ala-ala,36,-420.3201932792809
ala-ala,37,-420.3201932792808
ala-ala,38,-420.3201932792808
ala-ala,39,-420.3201932792809
ala-ala,40,-420.3201932792807
ala-ala,41,-420.3201932792809
ala-ala,42,-420.3201932792809
ala-ala,43,-420.3201932792808
ala-ala,44,-420.3201932792809
ala-ala,45,-420.3201932792809
aspartame,0,-472.6805792917132
aspartame,1,-472.6805792917132
aspartame,2,-472.6805792917132
aspartame,3,-472.6805792917132
aspartame,4,-472.6805792917132
aspartame,5,-472.68057929171306
aspartame,6,-472.6805792917132
aspartame,7,-472.68057929171306
aspartame,8,-472.68057929171306
aspartame,9,-472.6805792917132
aspartame,10,-472.68057929171306
aspartame,11,-452.94109492047687
aspartame,12,-452.94109492047687
aspartame,13,-452.941094920477
aspartame,14,-452.9410949204768
aspartame,15,-452.94109492047687
aspartame,16,-452.94109492047687
aspartame,17,-452.941094920477
aspartame,18,-452.94109492047687
aspartame,19,-452.94109492047687
aspartame,20,-452.94109492047687
aspartame,21,-452.94109492047687
aspartame,22,-452.941094920477
aspartame,23,-452.9410949204768
aspartame,24,-452.9410949204768
aspartame,25,-452.941094920477
aspartame,26,-452.94109492047687
aspartame,27,-452.941094920477
aspartame,28,-452.94109492047687
aspartame,29,-452.9410949204768
aspartame,30,-452.94109492047687
aspartame,31,-452.9410949204768
aspartame,32,-452.94109492047687
aspartame,33,-452.94109492047687
aspartame,34,-452.9410949204768
aspartame,35,-452.94109492047676
aspartame,36,-452.94109492047687
aspartame,37,-452.9410949204768
aspartame,38,-452.94109492047676
aspartame,39,-452.94109492047687
aspartame,40,-452.9410949204768
aspartame,41,-452.941094920477
aspartame,42,-452.94109492047687
aspartame,43,-452.9410949204768
aspartame,44,-452.941094920477
aspartame,45,-452.94109492047687
biphenyl,0,-303.1879692773338
biphenyl,1,-303.1879692773338
biphenyl,2,-303.1879692773339
biphenyl,3,-303.1879692773338
biphenyl,4,-303.1879692773338
biphenyl,5,-303.18796927733376
biphenyl,6,-303.1879692773338
biphenyl,7,-303.1879692773338
biphenyl,8,-303.1879692773338
biphenyl,9,-303.1879692773338
biphenyl,10,-238.52873130829602
biphenyl,11,-238.52873130829596
biphenyl,12,-238.52873130829602
biphenyl,13,-238.52873130829593
biphenyl,14,-238.52873130829596
biphenyl,15,-238.52873130829593
biphenyl,16,-238.52873130829593
biphenyl,17,-238.52873130829602
biphenyl,18,-238.52873130829596
biphenyl,19,-238.52873130829593
biphenyl,20,-238.52873130829596
biphenyl,21,-238.52873130829596
biphenyl,22,-238.52873130829602
biphenyl,23,-238.52873130829602
biphenyl,24,-238.52873130829602
biphenyl,25,-238.52873130829596
biphenyl,26,-238.52873130829596
biphenyl,27,-238.52873130829596
biphenyl,28,-238.52873130829596
biphenyl,29,-238.52873130829602
biphenyl,30,-238.52873130829602
biphenyl,31,-238.52873130829596
biphenyl,32,-238.52873130829593
biphenyl,33,-238.52873130829593
biphenyl,34,-238.52873130829596
biphenyl,35,-238.52873130829596
biphenyl,36,-238.52873130829596
biphenyl,37,-238.52873130829596
biphenyl,38,-238.52873130829596
biphenyl,39,-238.5287313082959
biphenyl,40,-238.52873130829593
biphenyl,41,-238.52873130829596
biphenyl,42,-238.52873130829596
biphenyl,43,-238.52873130829596
biphenyl,44,-238.52873130829596
biphenyl,45,-238.5287313082959
gly-gly,0,-451.67739483906007
gly-gly,1,-451.67739483906024
gly-gly,2,-451.67739483906024
gly-gly,3,-451.6773948390601
gly-gly,4,-451.67739483906024
gly-gly,5,-451.6773948390603
gly-gly,6,-451.67739483906024
gly-gly,7,-451.6773948390601
gly-gly,8,-451.67739483906024
gly-gly,9,-451.67739483906036
gly-gly,10,-451.6773948390601
gly-gly,11,-428.8426854900465
gly-gly,12,-428.84268549004645
gly-gly,13,-428.84268549004645
gly-gly,14,-428.8426854900462
gly-gly,15,-428.8426854900463
gly-gly,16,-428.84268549004645
gly-gly,17,-428.84268549004634
gly-gly,18,-428.84268549004634
gly-gly,19,-428.8426854900462
gly-gly,20,-428.8426854900463
gly-gly,21,-428.84268549004634
gly-gly,22,-428.84268549004634
gly-gly,23,-428.84268549004634
gly-gly,24,-428.84268549004645
gly-gly,25,-428.8426854900463
gly-gly,26,-428.84268549004645
gly-gly,27,-428.84268549004645
gly-gly,28,-428.8426854900462
gly-gly,29,-428.84268549004645
gly-gly,30,-428.84268549004634
gly-gly,31,-428.8426854900463
gly-gly,32,-428.84268549004634
gly-gly,33,-428.8426854900463
gly-gly,34,-428.84268549004645
gly-gly,35,-428.84268549004634
gly-gly,36,-428.8426854900463
gly-gly,37,-428.84268549004645
gly-gly,38,-428.84268549004645
gly-gly,39,-428.8426854900465
gly-gly,40,-428.8426854900463
gly-gly,41,-428.84268549004634
gly-gly,42,-428.8426854900462
gly-gly,43,-428.8426854900463
gly-gly,44,-428.8426854900463
gly-gly,45,-428.8426854900463
sucrose,0,-458.5495279512255
sucrose,1,-458.5495279512256
sucrose,2,-458.54952795122574
sucrose,3,-458.54952795122574
sucrose,4,-458.5495279512256
sucrose,5,-458.54952795122546
sucrose,6,-458.54952795122546
sucrose,7,-458.54952795122574
sucrose,8,-458.54952795122546
sucrose,9,-458.5495279512256
sucrose,10,-457.2847378452761
sucrose,11,-457.28473784527625
sucrose,12,-457.284737845276
sucrose,13,-457.2847378452761
sucrose,14,-457.2847378452761
sucrose,15,-457.284737845276
sucrose,16,-457.2847378452762
sucrose,17,-457.28473784527597
sucrose,18,-457.28473784527625
sucrose,19,-457.2847378452761
sucrose,20,-457.2847378452761
sucrose,21,-457.2847378452761
sucrose,22,-457.284737845276
sucrose,23,-457.284737845276
sucrose,24,-457.2847378452761
sucrose,25,-457.284737845276
sucrose,26,-457.2847378452761
sucrose,27,-457.2847378452761
sucrose,28,-457.28473784527597
sucrose,29,-457.2847378452762
sucrose,30,-457.2847378452761
sucrose,31,-457.284737845276
sucrose,32,-457.2847378452761
sucrose,33,-457.28473784527625
sucrose,34,-457.2847378452761
sucrose,35,-457.2847378452761
sucrose,36,-457.2847378452762
sucrose,37,-457.284737845276
sucrose,38,-457.28473784527625
sucrose,39,-457.2847378452761
sucrose,40,-457.2847378452762
sucrose,41,-457.284737845276
sucrose,42,-457.2847378452761
sucrose,43,-457.284737845276
sucrose,44,-457.2847378452761
sucrose,45,-457.2847378452761
sucrose,46,-457.2847378452762
