name,point,mmff_energy
N2,15,77.44798024048443
N2,16,121.8618351902014
N2,17,188.9784099026373
N2,18,286.87330419872006
N2,19,424.93754580337776
N2,20,613.8775903455377
N2,21,865.7153213581289
N2,22,1193.7880502780795
N2,23,1612.748516446317
N2,24,2138.5648871077697
N2,25,2788.5207574113615
N2,26,3581.215150410028
N2,27,4536.5625170606945
N2,28,5675.792736224287
N2,29,7021.451114665732
N2,30,8597.398387053956
N2,31,10428.810715961901
N2,32,12542.179691866473
N2,33,14965.31233314863
N2,34,17727.331086093272
N2,35,20858.673824889338
N2,36,24391.093851629746
N2,37,28357.65989631142
N2,38,32792.75611683534
N2,39,37732.08209900636
N2,40,43212.65285653349
N2,41,49272.79883102954
N2,42,55952.16589201153
N2,43,63291.71533690041
N2,44,71333.72389102106
N2,45,80121.78370760242
NH3,1,506.8856702137077
NH3,2,239.63167703958607
NH3,3,89.35601561930113
NH3,4,19.267656603946033
NH3,5,0.13601086026558823
NH3,6,10.782652865737425
NH3,7,37.820396924267655
NH3,8,75.66811474836703
NH3,9,126.6785377251107
NH3,10,200.9007935652171
NH3,11,316.4574805840663
NH3,12,499.078177636429
NH3,13,782.5901621795698
NH3,14,1208.3277539926737
NH3,15,1825.7570879359837
NH3,16,2692.047436251775
NH3,17,3872.7409276978415
NH3,18,5440.2944499145615
NH3,19,7475.508439139409
NH3,20,10066.852212761878
NH3,21,13310.569660035635
NH3,22,17311.56983812248
NH3,23,22181.36701494467
NH3,24,28042.387071837496
NH3,25,35018.37362834734
NH3,26,43247.12793479311
NH3,27,52871.616722475665
NH3,28,64047.61254933429
NH3,29,76926.52740571914
NH3,30,91684.51769031053
NH3,31,108483.70441106072
NH3,32,127519.70928268552
NH3,33,148975.88463603248
NH3,34,173058.22381947885
NH3,35,199962.36670356191
NH3,36,229914.4811059031
NH3,37,263123.29686911084
NH3,38,299821.2437434274
NH3,39,340252.99579391314
NH3,40,384664.5937212295
NH3,41,433309.0543401807
NH3,42,486442.28524262586
NH3,43,544320.128547425
NH3,44,607249.8675442502
NH3,45,675505.6730096656
ala-ala,1,215.2306257466495
ala-ala,2,119.97184392619114
ala-ala,3,64.46773156757311
ala-ala,4,36.671065111703726
ala-ala,5,27.020023097226808
ala-ala,6,28.31320749856387
ala-ala,7,35.74302474109146
ala-ala,8,46.89456571692006
ala-ala,9,61.738946417553734
ala-ala,10,82.61037905681121
ala-ala,11,114.18692820411354
ala-ala,12,163.5766733819096
ala-ala,13,240.0679790710484
ala-ala,14,355.64785792043534
ala-ala,15,524.2579291406154
ala-ala,16,762.6875771909569
ala-ala,17,1089.3250363006437
ala-ala,18,1525.8685789084025
ala-ala,19,2094.8202571414326
ala-ala,20,2823.626882034052
ala-ala,21,3739.1927248756306
ala-ala,22,4873.3626584149915
ala-ala,23,6257.982662165919
ala-ala,24,7929.424230426329
ala-ala,25,9921.966772467598
ala-ala,26,12280.983995350824
ala-ala,27,15044.405639929118
ala-ala,28,18260.647117676257
ala-ala,29,21972.42469719287
ala-ala,30,26235.470975908975
ala-ala,31,31089.775242856213
ala-ala,32,36603.71963420246
ala-ala,33,42823.2198912303
ala-ala,34,49815.471739079905
ala-ala,35,57632.17755854838
ala-ala,36,66347.38052986212
ala-ala,37,76008.27250616996
ala-ala,38,86712.48501047319
ala-ala,39,98503.58325939435
ala-ala,40,111473.380189861
ala-ala,41,125679.63220618774
ala-ala,42,141208.0973287127
ala-ala,43,158138.77186171644
ala-ala,44,176566.70439127463
ala-ala,45,196557.8715484556
aspartame,1,232.38198447728857
aspartame,2,136.68918302116077
aspartame,3,80.5472599513412
aspartame,4,51.94692158153407
aspartame,5,41.33421428464166
aspartame,6,41.60198335259662
aspartame,7,48.03802532941725
aspartame,8,58.35426591163994
aspartame,9,72.63738538652326
aspartame,10,93.37039421212471
aspartame,11,125.36072768595373
aspartame,12,175.859262633586
aspartame,13,254.43227392474424
aspartame,14,373.00215281875745
aspartame,15,546.0025937254035
aspartame,16,789.6943962486425
aspartame,17,1123.4575697903597
aspartame,18,1568.5294517076795
aspartame,19,2149.0211528572518
aspartame,20,2890.2653225080785
aspartame,21,3820.3283440737614
aspartame,22,4971.1613789139055
aspartame,23,6376.335599848055
aspartame,24,8069.475048999856
aspartame,25,10087.814981258512
aspartame,26,12474.120972566941
aspartame,27,15271.66118080457
aspartame,28,18521.638931925147
aspartame,29,22272.963136720846
aspartame,30,26572.194380509038
aspartame,31,31476.814266465757
aspartame,32,37042.35728193736
aspartame,33,43318.10067669876
aspartame,34,50366.4646807148
aspartame,35,58243.27216926746
aspartame,36,67028.59451273935
aspartame,37,76771.97522872235
aspartame,38,87547.24018545718
aspartame,39,99425.11858189225
aspartame,40,112478.680325059
aspartame,41,126783.22621513293
aspartame,42,142416.5317267442
aspartame,43,159458.71886686696
aspartame,44,177992.27180209523
aspartame,45,198101.86065577954
biphenyl,1,166.88501139456883
biphenyl,2,101.13599948614338
biphenyl,3,64.12200250862057
biphenyl,4,46.48262252430568
biphenyl,5,41.01824212498252
biphenyl,6,42.68070321530212
biphenyl,7,48.561508991365784
biphenyl,8,57.888320739581204
biphenyl,9,71.99579406876573
biphenyl,10,94.33730054750849
biphenyl,11,130.48667571398704
biphenyl,12,188.11793928130857
biphenyl,13,276.9942767332328
biphenyl,14,408.9916525855429
biphenyl,15,598.0753498779447
biphenyl,16,860.3045554166738
biphenyl,17,1214.1706648771396
biphenyl,18,1679.3337782834358
biphenyl,19,2278.7162028019898
biphenyl,20,3036.1423673693466
biphenyl,21,3978.4007674504433
biphenyl,22,5134.054927935706
biphenyl,23,6533.792345170291
biphenyl,24,8210.382930257976
biphenyl,25,10198.675117082183
biphenyl,26,12537.765578340093
biphenyl,27,15262.704185235369
biphenyl,28,18416.44716628439
biphenyl,29,22044.16055428758
biphenyl,30,26187.467616303875
biphenyl,31,30895.434994975767
biphenyl,32,36217.52146534102
biphenyl,33,42205.266817990334
biphenyl,34,48912.28166963527
biphenyl,35,56401.07469130507
biphenyl,36,64716.623709037085
biphenyl,37,73924.8931312388
biphenyl,38,84087.85152257174
biphenyl,39,95275.53378834478
biphenyl,40,107542.68643260184
biphenyl,41,120962.98428969429
biphenyl,42,135606.72164629417
biphenyl,43,151560.58097592337
biphenyl,44,168871.70716402645
biphenyl,45,187629.7591009514
gly-gly,1,209.73248706483423
gly-gly,2,115.29003932236814
gly-gly,3,60.4300932339799
gly-gly,4,33.02386215462783
gly-gly,5,23.623478262889023
gly-gly,6,25.017467755325782
gly-gly,7,32.50208781243687
gly-gly,8,43.6768324171163
gly-gly,9,58.55387559493654
gly-gly,10,79.51563371419999
gly-gly,11,111.31149102083816
gly-gly,12,161.03372322885158
gly-gly,13,238.08294954647954
gly-gly,14,354.51437137866606
gly-gly,15,524.2510197457087
gly-gly,16,763.8882863391028
gly-gly,17,1092.4525779403907
gly-gly,18,1530.936198612121
gly-gly,19,2103.051192693663
gly-gly,20,2834.6641035763005
gly-gly,21,3754.4460366137882
gly-gly,22,4891.548363779965
gly-gly,23,6281.7489438543935
gly-gly,24,7957.19228650494
gly-gly,25,9959.048055079336
gly-gly,26,12322.393361521677
gly-gly,27,15096.917003675206
gly-gly,28,18318.17172224196
gly-gly,29,22042.65218444897
gly-gly,30,26312.954746794217
gly-gly,31,31181.107057552374
gly-gly,32,36708.70976072654
gly-gly,33,42938.78911629205
gly-gly,34,49949.24178286918
gly-gly,35,57778.0149363292
gly-gly,36,66511.72974514178
gly-gly,37,76196.02954526627
gly-gly,38,86919.03755663238
gly-gly,39,98725.4300663314
gly-gly,40,111710.97663468053
gly-gly,41,125947.27912952047
gly-gly,42,141504.10535125737
gly-gly,43,158464.45876464449
gly-gly,44,176918.01939423385
gly-gly,45,196950.7686635417
