name,point,bond,length,energy
NH3,21,NH,2.6126,-1518.9851497048674
NH3,22,NH,2.7126,-1518.264037660716
NH3,23,NH,2.8126,-1517.5947456176848
NH3,24,NH,2.9126,-1516.9743771959486
NH3,25,NH,3.0126,-1516.4023593237387
NH3,26,NH,3.1126,-1515.8980741263981
NH3,27,NH,3.2126,-1515.4732154245385
NH3,28,NH,3.3126,-1515.10925008803
NH3,29,NH,3.4126,-1514.7904932024157
NH3,30,NH,3.5126,-1514.5071146548464
NH3,31,NH,3.6126,-1514.2535494449658
NH3,32,NH,3.7126,-1514.0261096137579
NH3,33,NH,3.8126,-1513.8214876173697
NH3,34,NH,3.9126,-1513.6371168779635
NH3,35,NH,4.0126,-1513.4708738190498
NH3,36,NH,4.1126,-1513.3205994893387
NH3,37,NH,4.2126,-1513.18447127026
NH3,38,NH,4.3126,-1513.0608845064369
NH3,39,NH,4.4126,-1512.9484579479642
NH3,40,NH,4.5126,-1512.8458772849444
NH3,41,NH,4.6126,-1512.75187419472
NH3,42,NH,4.7126,-1512.6653877053877
NH3,43,NH,4.8126,-1512.585553311245
NH3,44,NH,4.9126,-1512.511667597988
NH3,45,NH,5.0126,-1512.443002388953
ala-ala,0,NC,0.835411090421955,-15513.700408330207
ala-ala,1,NC,0.9353844236462353,-15524.917175537843
ala-ala,2,NC,1.0353871449849086,-15530.984590036922
ala-ala,3,NC,1.1353604757961235,-15534.078946293575
ala-ala,4,NC,1.2354011615665577,-15535.452860825646
ala-ala,5,NC,1.3353744942898977,-15535.84069245164
ala-ala,6,NC,1.435415180357237,-15535.677004541782
ala-ala,7,NC,1.5353885143506838,-15535.219343059473
ala-ala,8,NC,1.6353615196646887,-15534.621480085858
ala-ala,9,NC,1.7353645668850104,-15533.974282871144
ala-ala,10,NC,1.8354052522535726,-15533.327274503446
ala-ala,11,NC,1.9353785857035828,-15532.707472350632
ala-ala,12,NC,2.0354192713050545,-15532.127000989542
ala-ala,13,NC,2.1353249237528233,-15531.591874408387
ala-ala,14,NC,2.235365609917089,-15531.102686631699
ala-ala,15,NC,2.3353389432799685,-15530.65681584253
ala-ala,16,NC,2.4354093434164206,-15530.250994497765
ala-ala,17,NC,2.535382677230402,-15529.88282799552
ala-ala,18,NC,2.635423362573839,-15529.5498017317
ala-ala,19,NC,2.7353290149450027,-15529.249332257408
ala-ala,20,NC,2.8353697007621426,-15528.982050332552
ala-ala,21,NC,2.935343034468033,-15528.750676823522
ala-ala,22,NC,3.035383720388577,-15528.554785600027
ala-ala,23,NC,3.135386768805405,-15528.389597254396
ala-ala,24,NC,3.2354274539850216,-15528.248484453803
ala-ala,25,NC,3.335333106302877,-15528.12536599792
ala-ala,26,NC,3.4353737918893192,-15528.016575424717
ala-ala,27,NC,3.5353471258138147,-15527.919848202733
ala-ala,28,NC,3.63538781149962,-15527.832944834983
ala-ala,29,NC,3.735361145859929,-15527.754255223808
ala-ala,30,NC,3.835431545471774,-15527.68305690694
ala-ala,31,NC,3.9353371977506577,-15527.618527284205
ala-ala,32,NC,4.035377883172777,-15527.559946070241
ala-ala,33,NC,4.1353512172486635,-15527.506926319154
ala-ala,34,NC,4.235391902764135,-15527.458719717853
ala-ala,35,NC,4.335365237208972,-15527.414614144396
ala-ala,36,NC,4.4354059227989495,-15527.374194353044
ala-ala,37,NC,4.535311574743239,-15527.336851625112
ala-ala,38,NC,4.635381974551828,-15527.302192756086
ala-ala,39,NC,4.735355308738723,-15527.269895563171
ala-ala,40,NC,4.8353959941249895,-15527.23961854348
ala-ala,41,NC,4.93536932863185,-15527.211088222597
ala-ala,42,NC,5.035342331957183,-15527.18415548213
ala-ala,43,NC,5.1353156660520884,-15527.158546575545
ala-ala,44,NC,5.235356351768234,-15527.13415374576
ala-ala,45,NC,5.335359400265366,-15527.110849099261
aspartame,0,CC,0.8427355991056743,-27999.03984209186
aspartame,1,CC,0.9427342944859913,-28009.89832570019
aspartame,2,CC,1.0427333359972724,-28015.798849509392
aspartame,3,CC,1.1427320289551701,-28018.829738203665
aspartame,4,CC,1.2427307230450206,-28020.192109666197
aspartame,5,CC,1.3427294180139198,-28020.594580745234
aspartame,6,CC,1.4427943373883887,-28020.457537407274
aspartame,7,CC,1.5427271534526121,-28020.02969443282
aspartame,8,CC,1.642725847486427,-28019.460430352778
aspartame,9,CC,1.7427245422039594,-28018.837100516004
aspartame,10,CC,1.842789461658602,-28018.207863631767
aspartame,11,CC,1.9427222781447686,-28017.5998837373
aspartame,12,CC,2.042720972134961,-28017.02588215512
aspartame,13,CC,2.1427196666853088,-28016.492284581695
aspartame,14,CC,2.242718361720883,-28015.999934025724
aspartame,15,CC,2.342783280630114,-28015.548002172643
aspartame,16,CC,2.4427160968888706,-28015.13397115301
aspartame,17,CC,2.5427147913204893,-28014.75612610533
aspartame,18,CC,2.642713486172877,-28014.412816931213
aspartame,19,CC,2.7427784051942656,-28014.102056111096
aspartame,20,CC,2.8427770999499766,-28013.82472121215
aspartame,21,CC,2.9427099160467725,-28013.583555414094
aspartame,22,CC,3.0427086107611423,-28013.378874369
aspartame,23,CC,3.1427735298618007,-28013.206708752128
aspartame,24,CC,3.242772224501746,-28013.060161293713
aspartame,25,CC,3.342705040831452,-28012.932904802503
aspartame,26,CC,3.44270373543818,-28012.82106002344
aspartame,27,CC,3.5427686545977006,-28012.722060378695
aspartame,28,CC,3.642767349145427,-28012.633473442547
aspartame,29,CC,3.742766043984048,-28012.553591156367
aspartame,30,CC,3.8426988601762697,-28012.481566157625
aspartame,31,CC,3.942697554974259,-28012.416333936922
aspartame,32,CC,4.042762473853738,-28012.3572112164
aspartame,33,CC,4.142761168592754,-28012.303695945993
aspartame,34,CC,4.242759863579366,-28012.255020764645
aspartame,35,CC,4.34269267966316,-28012.21036497698
aspartame,36,CC,4.442757598609224,-28012.169365583122
aspartame,37,CC,4.542756293265136,-28012.13138665301
aspartame,38,CC,4.642754988150894,-28012.0960464109
aspartame,39,CC,4.742753683251957,-28012.063071926616
aspartame,40,CC,4.842752723400194,-28012.032126595306
aspartame,41,CC,4.942751417985735,-28012.002975038504
aspartame,42,CC,5.042750112785681,-28011.975381877717
aspartame,43,CC,5.142748807787524,-28011.949175137004
aspartame,44,CC,5.242747848218528,-28011.924208146997
aspartame,45,CC,5.342746542743723,-28011.900369885236
biphenyl,0,CC,0.971159544050307,-12590.88501174493
biphenyl,1,CC,1.071144551402844,-12596.940700041849
biphenyl,2,CC,1.171129749430011,-12600.401665221067
biphenyl,3,CC,1.2711149475952204,-12602.266196671768
biphenyl,4,CC,1.3711001458682732,-12603.14859549316
biphenyl,5,CC,1.4710853442271798,-12603.427536952282
biphenyl,6,CC,1.5710705426555485,-12603.338369053066
biphenyl,7,CC,1.6710557411409113,-12603.030884211597
biphenyl,8,CC,1.7711269519715407,-12602.599442531466
biphenyl,9,CC,1.871163159641617,-12602.103721301228
biphenyl,10,CC,1.9711483581912348,-12601.582424090182
biphenyl,11,CC,2.0711335567751297,-12601.061365522984
biphenyl,12,CC,2.1711185642428648,-12600.555373627572
biphenyl,13,CC,2.2711037624908292,-12600.072144599984
biphenyl,14,CC,2.371088960794175,-12599.617077451125
biphenyl,15,CC,2.4710741591461796,-12599.191482953413
biphenyl,16,CC,2.5710593575411673,-12598.795013345349
biphenyl,17,CC,2.671130567755908,-12598.42717392395
biphenyl,18,CC,2.7711157662573394,-12598.086286835216
biphenyl,19,CC,2.871151974382408,-12597.7706851097
biphenyl,20,CC,2.971137172868328,-12597.478629667778
biphenyl,21,CC,3.071122371381512,-12597.20770386635
biphenyl,22,CC,3.1711075699193807,-12596.956314478817
biphenyl,23,CC,3.271092577412018,-12596.722677254666
biphenyl,24,CC,3.3710777757269264,-12596.505429447727
biphenyl,25,CC,3.4710629740758088,-12596.302818916922
biphenyl,26,CC,3.57113418398133,-12596.113686457245
biphenyl,27,CC,3.671119382422751,-12595.936938715247
biphenyl,28,CC,3.7711045808887347,-12595.771668463349
biphenyl,29,CC,3.871140789224799,-12595.617217730261
biphenyl,30,CC,3.971125987676543,-12595.473247462125
biphenyl,31,CC,4.0711111861505325,-12595.339263500187
biphenyl,32,CC,4.1710963846451685,-12595.214969512466
biphenyl,33,CC,4.271081583159001,-12595.100251211144
biphenyl,34,CC,4.371066590661826,-12594.995085194432
biphenyl,35,CC,4.471137800381464,-12594.899068733826
biphenyl,36,CC,4.571122998782685,-12594.811860870679
biphenyl,37,CC,4.671108197205455,-12594.732885812075
biphenyl,38,CC,4.771093395648423,-12594.66150055299
biphenyl,39,CC,4.871129604106218,-12594.596991610908
biphenyl,40,CC,4.97111480253675,-12594.538683327137
biphenyl,41,CC,5.07110000098598,-12594.48584806924
biphenyl,42,CC,5.171085199452819,-12594.437755483645
biphenyl,43,CC,5.271156409176264,-12594.393828688986
biphenyl,44,CC,5.3711416077031515,-12594.353574614968
biphenyl,45,CC,5.471126615241142,-12594.316587267724
gly-gly,0,NC,0.8371871833706008,-13374.66206745146
gly-gly,1,NC,0.9372124892467022,-13385.773038698817
gly-gly,2,NC,1.0372715073692134,-13391.78087876838
gly-gly,3,NC,1.137196328696149,-13394.841510050745
gly-gly,4,NC,1.2372867775903855,-13396.196232392938
gly-gly,5,NC,1.3372115988129927,-13396.572571834684
gly-gly,6,NC,1.4372054759149786,-13396.40250829731
gly-gly,7,NC,1.5372268700487899,-13395.941089739066
gly-gly,8,NC,1.637220745654049,-13395.341124958068
gly-gly,9,NC,1.7372107097298244,-13394.692344040746
gly-gly,10,NC,1.8372045857769896,-13394.043647750832
gly-gly,11,NC,1.937225980622808,-13393.421682292907
gly-gly,12,NC,2.0372198555875114,-13392.838875106525
gly-gly,13,NC,2.137144676899531,-13392.301479640082
gly-gly,14,NC,2.237235126221649,-13391.809918214278
gly-gly,15,NC,2.3372290024728,-13391.361820173244
gly-gly,16,NC,2.4372189663630963,-13390.953777835231
gly-gly,17,NC,2.5372442728282985,-13390.58366980066
gly-gly,18,NC,2.6372342368473833,-13390.249207047824
gly-gly,19,NC,2.737228112525516,-13389.948168311359
gly-gly,20,NC,2.83721807762463,-13389.681533473238
gly-gly,21,NC,2.9372433828336386,-13389.451698223802
gly-gly,22,NC,3.0371682041006554,-13389.25694851791
gly-gly,23,NC,3.137227223202043,-13389.092339502671
gly-gly,24,NC,3.237183474874416,-13388.951245750048
gly-gly,25,NC,3.3372424934367597,-13388.827905521373
gly-gly,26,NC,3.4371673148102637,-13388.718630857631
gly-gly,27,NC,3.5372577641444223,-13388.621378728032
gly-gly,28,NC,3.6371825854636444,-13388.533955350711
gly-gly,29,NC,3.7372416044457175,-13388.454698654274
gly-gly,30,NC,3.837235480134103,-13388.382927809862
gly-gly,31,NC,3.9371917314248233,-13388.317840625848
gly-gly,32,NC,4.0372507502011805,-13388.258774232889
gly-gly,33,NC,4.137175571570537,-13388.205279915246
gly-gly,34,NC,4.2372660206789,-13388.156612897314
gly-gly,35,NC,4.337190842008223,-13388.111978606643
gly-gly,36,NC,4.437249861118934,-13388.071065744993
gly-gly,37,NC,4.537206112796728,-13388.033278383029
gly-gly,38,NC,4.6372651315187925,-13387.99818821355
gly-gly,39,NC,4.7371899529151245,-13387.965463801891
gly-gly,40,NC,4.837183828427445,-13387.93480799972
gly-gly,41,NC,4.937205223605759,-13387.905928012538
gly-gly,42,NC,5.037199098705549,-13387.878640163497
gly-gly,43,NC,5.13718906406996,-13387.852718870212
gly-gly,44,NC,5.237214369299771,-13387.828043314135
gly-gly,45,NC,5.33727338816366,-13387.804472812406
