name,phi,psi,theta,energy
aspartame,160,-60,nan,-28016.540018793345
aspartame,160,-80,nan,-28016.649019438442
aspartame,160,0,nan,-28016.573672201695
aspartame,160,100,nan,-28016.624876681282
aspartame,160,120,nan,-28016.509411427443
aspartame,160,140,nan,-28016.663712497913
aspartame,160,160,nan,-28016.51465506134
aspartame,160,180,nan,-28016.49645254954
aspartame,160,20,nan,-28016.555378803867
aspartame,160,40,nan,-28016.67587462646
aspartame,160,60,nan,-28016.432468515075
aspartame,160,80,nan,-28016.55649419854
aspartame,180,-100,nan,-28020.500520783215
aspartame,180,-120,nan,-28020.51218385496
aspartame,180,-140,nan,-28020.52073584905
aspartame,180,-160,nan,-28020.35626289074
aspartame,180,-180,nan,-28020.56530891411
aspartame,180,-20,nan,-28020.50307946975
aspartame,180,-40,nan,-28020.46057093248
aspartame,180,-60,nan,-28020.415920587096
aspartame,180,-80,nan,-28020.59672309758
aspartame,180,0,nan,-28020.505802513057
aspartame,180,100,nan,-28020.514294097873
aspartame,180,120,nan,-28020.504208198006
aspartame,180,140,nan,-28020.59853864119
aspartame,180,160,nan,-28020.396829079345
aspartame,180,180,nan,-28020.477465665117
aspartame,180,20,nan,-28020.550344829244
aspartame,180,40,nan,-28020.549105350652
aspartame,180,60,nan,-28020.361366386005
aspartame,180,80,nan,-28020.521078440393
aspartame,20,-100,nan,-28020.216667941204
aspartame,20,-120,nan,-28020.39285077485
aspartame,20,-140,nan,-28019.879384728305
aspartame,20,-160,nan,-28020.195186457506
aspartame,20,-180,nan,-28020.397168949545
aspartame,20,-20,nan,-28020.200218114715
aspartame,20,-40,nan,-28019.98902239192
aspartame,20,-60,nan,-28020.302711429187
aspartame,20,-80,nan,-28020.266531715853
aspartame,20,0,nan,-28020.319450784817
aspartame,20,100,nan,-28020.392753085976
aspartame,20,120,nan,-28020.198410190293
aspartame,20,140,nan,-28020.30042050268
aspartame,20,160,nan,-28020.283041135273
aspartame,20,180,nan,-28019.948232253624
aspartame,20,20,nan,-28020.124623526477
aspartame,20,40,nan,-28020.39620240114
aspartame,20,60,nan,-28020.176038622183
aspartame,20,80,nan,-28019.905424935343
aspartame,40,-100,nan,-28013.003406780033
aspartame,40,-120,nan,-28013.058389560432
aspartame,40,-140,nan,-28013.026017264096
aspartame,40,-160,nan,-28012.907165553384
aspartame,40,-180,nan,-28013.10020801698
aspartame,40,-20,nan,-28013.034035370816
aspartame,40,-40,nan,-28012.978376115378
aspartame,40,-60,nan,-28012.972178722433
aspartame,40,-80,nan,-28013.101847230813
aspartame,40,0,nan,-28013.040335078564
aspartame,40,100,nan,-28013.060728106862
aspartame,40,120,nan,-28013.004937964666
aspartame,40,140,nan,-28013.10748134809
aspartame,40,160,nan,-28012.953889678425
aspartame,40,180,nan,-28012.991456356056
aspartame,40,20,nan,-28013.045202651123
aspartame,40,40,nan,-28013.089707415602
aspartame,40,60,nan,-28012.90840475986
aspartame,40,80,nan,-28013.02885867692
aspartame,60,-100,nan,-28017.457505063074
aspartame,60,-120,nan,-28017.5401484885
aspartame,60,-140,nan,-28017.518723604477
aspartame,60,-160,nan,-28017.346455672803
aspartame,60,-180,nan,-28017.619712401472
aspartame,60,-20,nan,-28017.535882559663
aspartame,60,-40,nan,-28017.431188388364
aspartame,60,-60,nan,-28017.442406009737
aspartame,60,-80,nan,-28017.620424523422
aspartame,60,0,nan,-28017.49056254209
aspartame,60,100,nan,-28017.5379421894
aspartame,60,120,nan,-28017.46136336536
aspartame,60,140,nan,-28017.631267444023
aspartame,60,160,nan,-28017.416850709586
aspartame,60,180,nan,-28017.449916079902
aspartame,60,20,nan,-28017.52758989007
aspartame,60,40,nan,-28017.603639996894
aspartame,60,60,nan,-28017.346162061956
aspartame,60,80,nan,-28017.52613598577
aspartame,80,-100,nan,-28020.36464590213
aspartame,80,-120,nan,-28020.377381646675
aspartame,80,-140,nan,-28020.360965290187
aspartame,80,-160,nan,-28020.213632511204
aspartame,80,-180,nan,-28020.415396495817
aspartame,80,-20,nan,-28020.358328506976
aspartame,80,-40,nan,-28020.313334209684
aspartame,80,-60,nan,-28020.274662205593
aspartame,80,-80,nan,-28020.438889172987
aspartame,80,0,nan,-28020.373492323408
aspartame,80,100,nan,-28020.379947952402
aspartame,80,120,nan,-28020.367470443896
aspartame,80,140,nan,-28020.440226068335
aspartame,80,160,nan,-28020.255421851565
aspartame,80,180,nan,-28020.328034616232
aspartame,80,20,nan,-28020.403099398798
aspartame,80,40,nan,-28020.40151705676
aspartame,80,60,nan,-28020.218964582098
aspartame,80,80,nan,-28020.361040665724
gly-gly,-100,-100,nan,-13395.61803236616
gly-gly,-100,-120,nan,-13395.659410814607
gly-gly,-100,-140,nan,-13392.796420175682
gly-gly,-100,-160,nan,-13395.966941643319
gly-gly,-100,-180,nan,-13395.236653103786
gly-gly,-100,-20,nan,-13392.944736918354
gly-gly,-100,-40,nan,-13395.528335205505
gly-gly,-100,-60,nan,-13395.89617163365
gly-gly,-100,-80,nan,-13394.237195529846
gly-gly,-100,0,nan,-13395.9689982798
gly-gly,-100,100,nan,-13395.811937974886
gly-gly,-100,120,nan,-13395.531715131641
gly-gly,-100,140,nan,-13394.34057865661
gly-gly,-100,160,nan,-13395.926097626472
gly-gly,-100,180,nan,-13395.318174875916
gly-gly,-100,20,nan,-13394.758673152373
gly-gly,-100,40,nan,-13395.395102005681
gly-gly,-100,60,nan,-13395.955364287434
gly-gly,-100,80,nan,-13391.675477917413
gly-gly,-120,-100,nan,-13395.90001034374
gly-gly,-120,-120,nan,-13389.538566216754
gly-gly,-120,-140,nan,-13396.00991658373
gly-gly,-120,-160,nan,-13395.239821053236
gly-gly,-120,-180,nan,-13394.727683466512
gly-gly,-120,-20,nan,-13394.580003198136
gly-gly,-120,-40,nan,-13395.868183907785
gly-gly,-120,-60,nan,-13394.238368612656
gly-gly,-120,-80,nan,-13395.659282921097
gly-gly,-120,0,nan,-13394.812096448302
gly-gly,-120,100,nan,-13389.18914019539
gly-gly,-120,120,nan,-13395.93379463885
gly-gly,-120,140,nan,-13395.56138288842
gly-gly,-120,160,nan,-13394.398167199248
gly-gly,-120,180,nan,-13395.921063520238
gly-gly,-120,20,nan,-13395.933645520458
gly-gly,-120,40,nan,-13394.521477495398
gly-gly,-120,60,nan,-13395.364142252341
gly-gly,-120,80,nan,-13395.969178963398
gly-gly,-140,-100,nan,-13396.231046094745
gly-gly,-140,-120,nan,-13396.283478352027
gly-gly,-140,-140,nan,-13396.037829206172
gly-gly,-140,-160,nan,-13395.92318301502
gly-gly,-140,-180,nan,-13396.125829464854
gly-gly,-140,-20,nan,-13396.219096487112
gly-gly,-140,-40,nan,-13395.950046094342
gly-gly,-140,-60,nan,-13396.013300319459
gly-gly,-140,-80,nan,-13396.130839080843
gly-gly,-140,0,nan,-13396.341066350436
gly-gly,-140,100,nan,-13396.28711025559
gly-gly,-140,120,nan,-13396.200704311957
gly-gly,-140,140,nan,-13396.13593141944
gly-gly,-140,160,nan,-13395.99318212615
gly-gly,-140,180,nan,-13395.961930666763
gly-gly,-140,20,nan,-13396.102169981894
gly-gly,-140,40,nan,-13396.116137585841
gly-gly,-140,60,nan,-13395.918502928906
gly-gly,-140,80,nan,-13396.057717191163
gly-gly,-160,-100,nan,-13395.988166251545
gly-gly,-160,-120,nan,-13396.036601972706
gly-gly,-160,-140,nan,-13395.972549093436
gly-gly,-160,-160,nan,-13395.939430388806
gly-gly,-160,-180,nan,-13396.17980814515
gly-gly,-160,-20,nan,-13395.774974845777
gly-gly,-160,-40,nan,-13395.954508489376
gly-gly,-160,-60,nan,-13396.047482989246
gly-gly,-160,-80,nan,-13396.155648516933
gly-gly,-160,0,nan,-13396.076285968207
gly-gly,-160,100,nan,-13396.072692976924
gly-gly,-160,120,nan,-13395.982736763885
gly-gly,-160,140,nan,-13396.17019000899
gly-gly,-160,160,nan,-13396.024947064374
gly-gly,-160,180,nan,-13395.964493707119
gly-gly,-160,20,nan,-13396.03388001786
gly-gly,-160,40,nan,-13396.168628347601
gly-gly,-160,60,nan,-13395.931845487337
gly-gly,-160,80,nan,-13395.954058685182
gly-gly,-180,-100,nan,-13395.957618478573
gly-gly,-180,-120,nan,-13395.978658865723
gly-gly,-180,-140,nan,-13396.194662296022
gly-gly,-180,-160,nan,-13396.072447802346
gly-gly,-180,-180,nan,-13396.195087065742
gly-gly,-180,-20,nan,-13396.161797473613
gly-gly,-180,-40,nan,-13396.12523054227
gly-gly,-180,-60,nan,-13396.126245526932
gly-gly,-180,-80,nan,-13396.149582827093
gly-gly,-180,0,nan,-13395.971148795561
gly-gly,-180,100,nan,-13395.96610979128
gly-gly,-180,120,nan,-13395.958941224
gly-gly,-180,140,nan,-13396.164702288967
gly-gly,-180,160,nan,-13396.112469219022
gly-gly,-180,180,nan,-13396.137433760008
gly-gly,-180,20,nan,-13396.028655704044
gly-gly,-180,40,nan,-13396.192048914601
gly-gly,-180,60,nan,-13396.072776243764
gly-gly,-180,80,nan,-13396.202738090877
gly-gly,-20,-100,nan,-13396.266290552774
gly-gly,-20,-120,nan,-13396.098134805605
gly-gly,-20,-140,nan,-13396.123914871801
gly-gly,-20,-160,nan,-13395.710440597106
gly-gly,-20,-180,nan,-13395.991786454211
gly-gly,-20,-20,nan,-13396.183537193358
gly-gly,-20,-40,nan,-13395.919551655685
gly-gly,-20,-60,nan,-13395.723241376862
gly-gly,-20,-80,nan,-13396.086860856665
gly-gly,-20,0,nan,-13396.497087452555
gly-gly,-20,100,nan,-13396.139454749577
gly-gly,-20,120,nan,-13396.219910923868
gly-gly,-20,140,nan,-13396.081751647009
gly-gly,-20,160,nan,-13395.6984482676
gly-gly,-20,180,nan,-13395.95444100514
gly-gly,-20,20,nan,-13396.086873646016
gly-gly,-20,40,nan,-13395.95784868689
gly-gly,-20,60,nan,-13395.733515851627
gly-gly,-20,80,nan,-13396.152091716793
gly-gly,-40,-100,nan,-13396.088675039706
gly-gly,-40,-120,nan,-13396.242398140359
gly-gly,-40,-140,nan,-13395.94720141615
gly-gly,-40,-160,nan,-13395.950877402156
gly-gly,-40,-180,nan,-13396.15037141303
gly-gly,-40,-20,nan,-13396.044892465388
gly-gly,-40,-40,nan,-13395.948837092505
gly-gly,-40,-60,nan,-13396.041429816642
gly-gly,-40,-80,nan,-13396.147207817405
gly-gly,-40,0,nan,-13396.182940447683
gly-gly,-40,100,nan,-13396.248276615872
gly-gly,-40,120,nan,-13396.077211699527
gly-gly,-40,140,nan,-13396.15505612508
gly-gly,-40,160,nan,-13396.022375588487
gly-gly,-40,180,nan,-13395.952572671444
gly-gly,-40,20,nan,-13396.077634292336
gly-gly,-40,40,nan,-13396.140727970282
gly-gly,-40,60,nan,-13395.943965166125
gly-gly,-40,80,nan,-13395.942727320218
gly-gly,-60,-100,nan,-13395.952737300324
gly-gly,-60,-120,nan,-13395.857420172315
gly-gly,-60,-140,nan,-13396.088523744407
gly-gly,-60,-160,nan,-13395.981791440368
gly-gly,-60,-180,nan,-13396.198334200319
gly-gly,-60,-20,nan,-13395.890190026988
gly-gly,-60,-40,nan,-13396.008501319593
gly-gly,-60,-60,nan,-13396.086178939357
gly-gly,-60,-80,nan,-13396.147799120801
gly-gly,-60,0,nan,-13396.000546887513
gly-gly,-60,100,nan,-13395.899145293808
gly-gly,-60,120,nan,-13395.950424332594
gly-gly,-60,140,nan,-13396.165481078806
gly-gly,-60,160,nan,-13396.063932815736
gly-gly,-60,180,nan,-13396.023070839376
gly-gly,-60,20,nan,-13396.01632432068
gly-gly,-60,40,nan,-13396.192405927974
gly-gly,-60,60,nan,-13395.975054445658
gly-gly,-60,80,nan,-13396.089606485417
gly-gly,-80,-100,nan,-13395.927058188365
gly-gly,-80,-120,nan,-13396.134442684564
gly-gly,-80,-140,nan,-13396.278916091209
gly-gly,-80,-160,nan,-13396.140711371338
gly-gly,-80,-180,nan,-13396.181236470751
gly-gly,-80,-20,nan,-13396.220321543668
gly-gly,-80,-40,nan,-13396.298241888986
gly-gly,-80,-60,nan,-13396.133635050655
gly-gly,-80,-80,nan,-13396.123900721881
gly-gly,-80,0,nan,-13395.99173339201
gly-gly,-80,100,nan,-13396.111283346861
gly-gly,-80,120,nan,-13395.92437024775
gly-gly,-80,140,nan,-13396.141923094314
gly-gly,-80,160,nan,-13396.126059945285
gly-gly,-80,180,nan,-13396.31200513543
gly-gly,-80,20,nan,-13395.987729780929
gly-gly,-80,40,nan,-13396.179829642144
gly-gly,-80,60,nan,-13396.157591137713
gly-gly,-80,80,nan,-13396.261941084987
gly-gly,0,-100,nan,-13395.745746280752
gly-gly,0,-120,nan,-13389.98775135262
gly-gly,0,-140,nan,-13393.467991172212
gly-gly,0,-160,nan,-13395.609431391573
gly-gly,0,-180,nan,-13391.38864760565
gly-gly,0,-20,nan,-13371.282975615464
gly-gly,0,-40,nan,-13395.686769685364
gly-gly,0,-60,nan,-13394.589486365827
gly-gly,0,-80,nan,-13392.673457096806
gly-gly,0,0,nan,-13395.548248497083
gly-gly,0,100,nan,-13391.692126931242
gly-gly,0,120,nan,-13395.690917516788
gly-gly,0,140,nan,-13392.121508165297
gly-gly,0,160,nan,-13394.857370478634
gly-gly,0,180,nan,-13395.574203804601
gly-gly,0,20,nan,-13394.94978360763
gly-gly,0,40,nan,-13391.853137785038
gly-gly,0,60,nan,-13395.683475202975
gly-gly,0,80,nan,-13392.434317186367
gly-gly,100,-100,nan,-13395.864270366388
gly-gly,100,-120,nan,-13385.478457224024
gly-gly,100,-140,nan,-13395.913874816537
gly-gly,100,-160,nan,-13395.200291618401
gly-gly,100,-180,nan,-13394.149593645841
gly-gly,100,-20,nan,-13393.589441025968
gly-gly,100,-40,nan,-13395.865079360865
gly-gly,100,-60,nan,-13393.9157425402
gly-gly,100,-80,nan,-13395.447597665492
gly-gly,100,0,nan,-13394.645225078508
gly-gly,100,100,nan,-13386.301038346115
gly-gly,100,120,nan,-13395.900910496357
gly-gly,100,140,nan,-13395.304044275774
gly-gly,100,160,nan,-13394.16088936389
gly-gly,100,180,nan,-13395.914000805249
gly-gly,100,20,nan,-13395.869165422444
gly-gly,100,40,nan,-13393.890988071107
gly-gly,100,60,nan,-13395.337613873056
gly-gly,100,80,nan,-13395.82785173709
gly-gly,120,-100,nan,-13395.639676573943
gly-gly,120,-120,nan,-13395.862604485394
gly-gly,120,-140,nan,-13393.606288410792
gly-gly,120,-160,nan,-13395.998407528421
gly-gly,120,-180,nan,-13395.53046204736
gly-gly,120,-20,nan,-13394.204847995867
gly-gly,120,-40,nan,-13395.662257397598
gly-gly,120,-60,nan,-13395.96985897591
gly-gly,120,-80,nan,-13394.730832640103
gly-gly,120,0,nan,-13395.980138348727
gly-gly,120,100,nan,-13395.955456534031
gly-gly,120,120,nan,-13395.56288033094
gly-gly,120,140,nan,-13394.836249817901
gly-gly,120,160,nan,-13395.9863539733
gly-gly,120,180,nan,-13395.500896061161
gly-gly,120,20,nan,-13394.940804394791
gly-gly,120,40,nan,-13395.639858618108
gly-gly,120,60,nan,-13395.988145298777
gly-gly,120,80,nan,-13392.883821783895
gly-gly,140,-100,nan,-13395.936482579464
gly-gly,140,-120,nan,-13396.117012703984
gly-gly,140,-140,nan,-13396.257757062423
gly-gly,140,-160,nan,-13396.130906565077
gly-gly,140,-180,nan,-13396.18542784039
gly-gly,140,-20,nan,-13396.221176253273
gly-gly,140,-40,nan,-13396.25990948298
gly-gly,140,-60,nan,-13396.134173563965
gly-gly,140,-80,nan,-13396.132968371721
gly-gly,140,0,nan,-13395.98831373725
gly-gly,140,100,nan,-13396.093552408363
gly-gly,140,120,nan,-13395.93521235201
gly-gly,140,140,nan,-13396.150239709927
gly-gly,140,160,nan,-13396.125777763224
gly-gly,140,180,nan,-13396.271710244335
gly-gly,140,20,nan,-13396.002117800774
gly-gly,140,40,nan,-13396.183574745068
gly-gly,140,60,nan,-13396.144573755331
gly-gly,140,80,nan,-13396.24842219678
gly-gly,160,-100,nan,-13395.954522095068
gly-gly,160,-120,nan,-13395.873595435929
gly-gly,160,-140,nan,-13396.069376453315
gly-gly,160,-160,nan,-13395.970781441863
gly-gly,160,-180,nan,-13396.197140981085
gly-gly,160,-20,nan,-13395.847042566398
gly-gly,160,-40,nan,-13395.99542298371
gly-gly,160,-60,nan,-13396.078558663086
gly-gly,160,-80,nan,-13396.149036694595
gly-gly,160,0,nan,-13396.010475777692
gly-gly,160,100,nan,-13395.9187837504
gly-gly,160,120,nan,-13395.951843950552
gly-gly,160,140,nan,-13396.16674912935
gly-gly,160,160,nan,-13396.055710351515
gly-gly,160,180,nan,-13396.009904338605
gly-gly,160,20,nan,-13396.01648323517
gly-gly,160,40,nan,-13396.19040017678
gly-gly,160,60,nan,-13395.963662127193
gly-gly,160,80,nan,-13396.06730049675
gly-gly,180,-100,nan,-13396.107239190815
gly-gly,180,-120,nan,-13396.258118429616
gly-gly,180,-140,nan,-13395.9590394571
gly-gly,180,-160,nan,-13395.951503264012
gly-gly,180,-180,nan,-13396.147115026582
gly-gly,180,-20,nan,-13396.084534555357
gly-gly,180,-40,nan,-13395.950108680527
gly-gly,180,-60,nan,-13396.04094708667
gly-gly,180,-80,nan,-13396.14482872601
gly-gly,180,0,nan,-13396.19973640299
gly-gly,180,100,nan,-13396.26106977644
gly-gly,180,120,nan,-13396.094358409588
gly-gly,180,140,nan,-13396.152124370454
gly-gly,180,160,nan,-13396.021955444703
gly-gly,180,180,nan,-13395.954034739161
gly-gly,180,20,nan,-13396.083029221536
gly-gly,180,40,nan,-13396.138117582115
gly-gly,180,60,nan,-13395.944645178637
gly-gly,180,80,nan,-13395.959410892507
gly-gly,20,-100,nan,-13395.826008709982
gly-gly,20,-120,nan,-13396.172618080878
gly-gly,20,-140,nan,-13396.411597444145
gly-gly,20,-160,nan,-13396.141098317232
gly-gly,20,-180,nan,-13396.114757152278
gly-gly,20,-20,nan,-13396.105533036973
gly-gly,20,-40,nan,-13396.44442253793
gly-gly,20,-60,nan,-13396.11661541776
gly-gly,20,-80,nan,-13395.956140900365
gly-gly,20,0,nan,-13395.998874203675
gly-gly,20,100,nan,-13396.161809446621
gly-gly,20,120,nan,-13395.804490218798
gly-gly,20,140,nan,-13395.993397368207
gly-gly,20,160,nan,-13396.111093139281
gly-gly,20,180,nan,-13396.489751807374
gly-gly,20,20,nan,-13395.771535870934
gly-gly,20,40,nan,-13396.1247989697
gly-gly,20,60,nan,-13396.16629959727
gly-gly,20,80,nan,-13396.337981395713
gly-gly,40,-100,nan,-13395.957422828715
gly-gly,40,-120,nan,-13395.94533661993
gly-gly,40,-140,nan,-13396.182972557117
gly-gly,40,-160,nan,-13396.059504707046
gly-gly,40,-180,nan,-13396.195675648001
gly-gly,40,-20,nan,-13396.135355082304
gly-gly,40,-40,nan,-13396.105998351657
gly-gly,40,-60,nan,-13396.122686549881
gly-gly,40,-80,nan,-13396.149225541605
gly-gly,40,0,nan,-13395.970544702814
gly-gly,40,100,nan,-13395.939360183433
gly-gly,40,120,nan,-13395.958716457959
gly-gly,40,140,nan,-13396.16471371775
gly-gly,40,160,nan,-13396.107547495807
gly-gly,40,180,nan,-13396.118927841264
gly-gly,40,20,nan,-13396.027995827957
gly-gly,40,40,nan,-13396.192750696222
gly-gly,40,60,nan,-13396.058471218643
gly-gly,40,80,nan,-13396.191651084151
gly-gly,60,-100,nan,-13395.999605645706
gly-gly,60,-120,nan,-13396.073734628744
gly-gly,60,-140,nan,-13395.957216566418
gly-gly,60,-160,nan,-13395.938587652212
gly-gly,60,-180,nan,-13396.174894313239
gly-gly,60,-20,nan,-13395.797712951238
gly-gly,60,-40,nan,-13395.950889919392
gly-gly,60,-60,nan,-13396.04430388313
gly-gly,60,-80,nan,-13396.155793281501
gly-gly,60,0,nan,-13396.0912250186
gly-gly,60,100,nan,-13396.104982278539
gly-gly,60,120,nan,-13395.993619413108
gly-gly,60,140,nan,-13396.169098560336
gly-gly,60,160,nan,-13396.022001431944
gly-gly,60,180,nan,-13395.959740966608
gly-gly,60,20,nan,-13396.040071696414
gly-gly,60,40,nan,-13396.16353219941
gly-gly,60,60,nan,-13395.930992138303
gly-gly,60,80,nan,-13395.937359602403
gly-gly,80,-100,nan,-13396.258242513532
gly-gly,80,-120,nan,-13396.280927828908
gly-gly,80,-140,nan,-13396.05312200457
gly-gly,80,-160,nan,-13395.90909921846
gly-gly,80,-180,nan,-13396.119176553322
gly-gly,80,-20,nan,-13396.232535101733
gly-gly,80,-40,nan,-13395.94854076052
gly-gly,80,-60,nan,-13395.999307681039
gly-gly,80,-80,nan,-13396.12772881953
gly-gly,80,0,nan,-13396.388907502833
gly-gly,80,100,nan,-13396.289061584012
gly-gly,80,120,nan,-13396.222469338289
gly-gly,80,140,nan,-13396.132310944658
gly-gly,80,160,nan,-13395.978191374126
gly-gly,80,180,nan,-13395.96268251733
gly-gly,80,20,nan,-13396.103932735417
gly-gly,80,40,nan,-13396.10870887772
gly-gly,80,60,nan,-13395.905433300666
gly-gly,80,80,nan,-13396.075854667753
sucrose,nan,nan,-100,-35246.31049925421
sucrose,nan,nan,-120,-35209.782562369175
sucrose,nan,nan,-140,-35205.0655501328
sucrose,nan,nan,-160,-35280.32719346917
sucrose,nan,nan,-180,-35230.31300190308
sucrose,nan,nan,-20,-35305.86662503372
sucrose,nan,nan,-40,-35255.54206313088
sucrose,nan,nan,-60,-35203.34695932663
sucrose,nan,nan,-80,-35221.115247083864
sucrose,nan,nan,0,-35309.77525776986
sucrose,nan,nan,100,-35292.2338082001
sucrose,nan,nan,120,-35277.59025358499
sucrose,nan,nan,140,-35296.11853600659
sucrose,nan,nan,160,-35241.83053410064
sucrose,nan,nan,180,-35230.31300190308
sucrose,nan,nan,20,-35308.728027888326
sucrose,nan,nan,40,-35303.92108964355
sucrose,nan,nan,60,-35302.31648406398
sucrose,nan,nan,80,-35305.17223701871
biphenyl-twist,nan,nan,0,-12603.271085638165
biphenyl-twist,nan,nan,15,-12603.31482630695
biphenyl-twist,nan,nan,30,-12603.393735786114
biphenyl-twist,nan,nan,45,-12603.417057031558
biphenyl-twist,nan,nan,60,-12603.385197669828
biphenyl-twist,nan,nan,75,-12603.342248036006
biphenyl-twist,nan,nan,90,-12603.323815043774
biphenyl-twist,nan,nan,105,-12603.343731328605
biphenyl-twist,nan,nan,120,-12603.389097605534
biphenyl-twist,nan,nan,135,-12603.424952959158
biphenyl-twist,nan,nan,150,-12603.40713222309
biphenyl-twist,nan,nan,165,-12603.32866275202
biphenyl-twist,nan,nan,180,-12603.271086454508
biphenyl-twist,nan,nan,-165,-12603.314826851178
biphenyl-twist,nan,nan,-150,-12603.39373469766
biphenyl-twist,nan,nan,-135,-12603.417057575785
biphenyl-twist,nan,nan,-120,-12603.38519141121
biphenyl-twist,nan,nan,-105,-12603.34224123316
biphenyl-twist,nan,nan,-90,-12603.323809873611
biphenyl-twist,nan,nan,-75,-12603.343729423808
biphenyl-twist,nan,nan,-60,-12603.38910223147
biphenyl-twist,nan,nan,-45,-12603.424953231272
biphenyl-twist,nan,nan,-30,-12603.407128413495
biphenyl-twist,nan,nan,-15,-12603.328660847223
biphenyl-twist,nan,nan,-180,-12603.271087270849
