name,point,bobrfr_energy
HCCH,4,-77.28510910045952
HCCH,5,-77.2877877523522
HCCH,6,-77.29048066744714
HCCH,7,-77.29374899327075
HCCH,8,-77.29606903059674
HCCH,9,-77.29357281215883
HCCH,10,-77.28567628960016
HCCH,11,-77.28540133229568
HCCH,12,-77.28540595470467
HCCH,13,-77.28540595470467
HCCH,14,-77.28540595470467
HCCH,15,-77.28540595470467
HCCH,16,-77.28540595470467
HCCH,17,-77.28538933446742
HCCH,18,-77.28420901568191
HCCH,19,-77.28344356568267
HCCH,20,-77.28325730029333
HCCH,21,-77.28324669718883
HCCH,22,-77.28324669718883
HCCH,23,-77.28324669718883
HCCH,24,-77.28324669718883
HCCH,25,-77.28322936329704
HCCH,26,-77.28320612152837
HCCH,27,-77.28320612152837
HCCH,28,-77.28320612152835
HCCH,29,-77.27396232028237
HCCH,30,-65.68755360850288
HCCH,31,-65.68755360850288
HCCH,32,-65.68755360850288
HCCH,33,-65.68755360850288
HCCH,34,-65.68755360850288
HCCH,35,-65.6875536085029
HCCH,36,-65.68755360850288
HCCH,37,-65.68755360850288
HCCH,38,-65.68755360850288
HCCH,39,-65.68755360850288
HCCH,40,-65.68755360850288
HCCH,41,-65.68754268304788
HCCH,42,-65.68755360850288
HCCH,43,-65.6875536085029
HCCH,44,-65.6875426830479
HCCH,45,-65.68755360850288
HCN,1,-125.25587056768973
HCN,2,-125.25587056768973
HCN,3,-125.25587056768971
HCN,4,-125.25587056768968
HCN,5,-125.25587056768973
HCN,6,-125.25587056768974
HCN,7,-125.25587056768973
HCN,8,-125.25587056768971
HCN,9,-125.25587056768973
HCN,10,-125.25587056768973
HCN,11,-125.25587056768973
HCN,12,-125.25587056768973
HCN,13,-125.84962164705622
HCN,14,-125.84962164705625
HCN,15,-125.84962164705625
HCN,16,-125.84962164705625
HCN,17,-125.84962164705625
HCN,18,-125.84962164705622
HCN,19,-125.84962164705625
HCN,20,-125.84962164705625
HCN,21,-125.84962164705622
HCN,22,-125.84962164705622
HCN,23,-125.84962164705625
HCN,24,-125.84962164705622
HCN,25,-125.84962164705622
HCN,26,-125.84962164705622
HCN,27,-125.84962164705622
HCN,28,-125.84962164705622
HCN,29,-125.84962164705625
HCN,30,-125.84962164705622
HCN,31,-125.84962164705625
HCN,32,-125.84962164705625
HCN,33,-125.84962164705625
HCN,34,-125.84962164705622
HCN,35,-125.84962164705622
HCN,36,-125.84962164705625
HCN,37,-125.84962164705622
HCN,38,-125.84962164705625
HCN,39,-125.84962164705625
HCN,40,-125.84962164705627
HCN,41,-125.84962164705625
HCN,42,-125.84962164705622
HCN,43,-125.84962164705622
HCN,44,-125.84962164705622
HCN,45,-125.84962164705625
N2,1,-109.48802717997653
N2,2,-109.48802717997654
N2,3,-109.48802717997654
N2,4,-109.48802717997654
N2,5,-109.49217726369471
N2,6,-109.4971590755055
N2,7,-109.4980254442697
N2,8,-109.49632725152422
N2,9,-109.49041834610345
N2,10,-109.49041834610345
N2,11,-109.49041834610345
N2,12,-109.49041834610345
N2,13,-109.49041834610345
N2,14,-109.49041834610345
N2,15,-109.49041834610347
N2,16,-109.49041834610347
N2,17,-109.49041834610348
N2,18,-109.49041834610345
N2,19,-109.49041834610345
N2,20,-115.27183770393847
N2,21,-115.27183770393847
N2,22,-115.27183770393849
N2,23,-115.27183770393847
N2,24,-115.27183770393847
N2,25,-115.27183770393847
N2,26,-115.27183770393846
N2,27,-115.27183770393847
N2,28,-115.27183770393847
N2,29,-115.27183770393846
N2,30,-115.27183770393847
N2,31,-115.27183770393847
N2,32,-115.27183770393849
N2,33,-115.27183770393849
N2,34,-115.27183770393847
N2,35,-115.27183770393847
N2,36,-115.27183770393847
N2,37,-115.27183770393846
N2,38,-115.27183770393847
N2,39,-115.27183770393847
N2,40,-115.27183770393847
N2,41,-115.27183770393847
N2,42,-115.27183770393846
N2,43,-115.27183770393846
N2,44,-115.27183770393846
N2,45,-115.27183770393847
NH3,1,-56.483183131385765
NH3,2,-56.48737587176185
NH3,3,-56.49430180307477
NH3,4,-56.505317969154106
NH3,5,-56.52172771140415
NH3,6,-56.52897691446657
NH3,7,-56.52263637054867
NH3,8,-56.49965638771505
NH3,9,-56.497576979917376
NH3,10,-56.494826081606426
NH3,11,-56.49467400738553
NH3,12,-56.49467400738553
NH3,13,-56.49467400738551
NH3,14,-56.49467400738551
NH3,15,-56.49467400738551
NH3,16,-56.49467400738551
NH3,17,-56.49467400738551
NH3,18,-56.49467400738551
NH3,19,-56.69337698668352
NH3,20,-58.869902331230826
NH3,21,-58.86990233123084
NH3,22,-58.86990233123083
NH3,23,-58.86990233123083
NH3,24,-58.86990233123083
NH3,25,-58.86990233123083
NH3,26,-58.86990233123083
NH3,27,-58.86990233123083
NH3,28,-58.86990233123083
NH3,29,-58.86990233123084
NH3,30,-58.86990233123083
NH3,31,-58.86990233123084
NH3,32,-58.86990233123083
NH3,33,-58.86990233123083
NH3,34,-58.86990233123084
NH3,35,-58.86990233123083
NH3,36,-58.86990233123083
NH3,37,-58.86990233123084
NH3,38,-58.86990233123083
NH3,39,-58.86990233123083
NH3,40,-58.869902331230826
NH3,41,-58.86990233123083
NH3,42,-58.86990233123083
NH3,43,-58.86990233123083
NH3,44,-58.86990233123084
NH3,45,-58.86990233123083
