name,phi,psi,theta,gaff_energy
aspartame,80,-140,,11.423208203813246
aspartame,80,-160,,30.237028354049343
aspartame,80,-180,,14.922883229640746
aspartame,80,-20,,19.73021840306447
aspartame,80,-40,,15.272187987569112
aspartame,80,-60,,28.940326376553088
aspartame,80,-80,,7.828282172166439
aspartame,80,0,,15.070844259373999
aspartame,80,100,,19.31562525141385
aspartame,80,120,,10.406735954273842
aspartame,80,140,,8.478311977024518
aspartame,80,160,,30.031259676879557
aspartame,80,180,,13.473269172335606
aspartame,80,20,,7.206037769374589
aspartame,80,40,,16.97387592470048
aspartame,80,60,,28.976346494641106
aspartame,80,80,,12.230547818478144
biphenyl-twist,,,-105,63.159471004087614
biphenyl-twist,,,-120,58.50477469004102
biphenyl-twist,,,-135,53.80719623406564
biphenyl-twist,,,-15,66.71007075340154
biphenyl-twist,,,-150,54.74954471880017
biphenyl-twist,,,-165,69.7694603450178
biphenyl-twist,,,-180,83.09644817812847
biphenyl-twist,,,-30,53.37072555390309
biphenyl-twist,,,-45,53.41161024742414
biphenyl-twist,,,-60,58.376348940538335
biphenyl-twist,,,-75,63.110777220655535
biphenyl-twist,,,-90,64.99347931810068
biphenyl-twist,,,0,83.09644817812847
biphenyl-twist,,,105,63.11339958110911
biphenyl-twist,,,120,58.36752768699063
biphenyl-twist,,,135,53.408674612357146
biphenyl-twist,,,15,69.76402656279576
biphenyl-twist,,,150,53.37092113481632
biphenyl-twist,,,165,66.69759569844274
biphenyl-twist,,,180,83.07304757521895
biphenyl-twist,,,30,54.749380126880254
biphenyl-twist,,,45,53.804925748510065
biphenyl-twist,,,60,58.49743235811144
biphenyl-twist,,,75,63.157684254328515
biphenyl-twist,,,90,64.9903966098869
gly-gly,-100,-100,,17.39882993993328
gly-gly,-100,-120,,71.07833222402085
gly-gly,-100,-140,,1441.8791388610873
gly-gly,-100,-160,,7.594868934560019
gly-gly,-100,-180,,148.80917536697498
gly-gly,-100,-20,,907.1811672807752
gly-gly,-100,-40,,127.23784242219844
gly-gly,-100,-60,,15.006525236642531
gly-gly,-100,-80,,482.50673848979415
gly-gly,-100,0,,5.263862159723729
gly-gly,-100,100,,45.06583214088511
gly-gly,-100,120,,24.65590368539973
gly-gly,-100,140,,451.8801506176736
gly-gly,-100,160,,11.544694707047988
gly-gly,-100,180,,208.06142141125466
gly-gly,-100,20,,200.15511805760184
gly-gly,-100,40,,107.6594429097147
gly-gly,-100,60,,9.268580438909737
gly-gly,-100,80,,1757.761092755122
gly-gly,-120,-100,,22.07436698874882
gly-gly,-120,-120,,2160.1384470800217
gly-gly,-120,-140,,17.581940173021884
gly-gly,-120,-160,,73.14277432170664
gly-gly,-120,-180,,295.2524189677802
gly-gly,-120,-20,,397.4902189177043
gly-gly,-120,-40,,8.539095441013473
gly-gly,-120,-60,,418.9356429400526
gly-gly,-120,-80,,43.09959062570566
gly-gly,-120,0,,403.1521138990501
gly-gly,-120,100,,2173.8066644402966
gly-gly,-120,120,,14.870221593967145
gly-gly,-120,140,,60.69411272764574
gly-gly,-120,160,,344.6347246487718
gly-gly,-120,180,,7.479330451397608
gly-gly,-120,20,,9.230149243131628
gly-gly,-120,40,,370.1949137116438
gly-gly,-120,60,,50.939797847988345
gly-gly,-120,80,,26.28676418018393
gly-gly,-140,-100,,-11.653711397985177
gly-gly,-140,-120,,-8.872253617050205
gly-gly,-140,-140,,-5.191475972232226
gly-gly,-140,-160,,-3.3288954990345516
gly-gly,-140,-180,,-3.5762139455647457
gly-gly,-140,-20,,-5.659648729642505
gly-gly,-140,-40,,-4.881177668455365
gly-gly,-140,-60,,-2.8972269340376116
gly-gly,-140,-80,,-5.006416695971211
gly-gly,-140,0,,-13.556199739819206
gly-gly,-140,100,,-9.659079383984903
gly-gly,-140,120,,-10.938559564827926
gly-gly,-140,140,,-4.719697226737281
gly-gly,-140,160,,-2.8803801322908384
gly-gly,-140,180,,-5.031871903101475
gly-gly,-140,20,,-7.086448607994292
gly-gly,-140,40,,-3.4219287529870357
gly-gly,-140,60,,-3.5344953022805967
gly-gly,-140,80,,-5.1299114954639435
gly-gly,-160,-100,,-16.6897834447768
gly-gly,-160,-120,,-14.265693159459943
gly-gly,-160,-140,,-14.928029344899265
gly-gly,-160,-160,,-14.660577419818338
gly-gly,-160,-180,,-14.825685030706097
gly-gly,-160,-20,,-9.140961942759198
gly-gly,-160,-40,,-16.135050745526797
gly-gly,-160,-60,,-14.338570988930051
gly-gly,-160,-80,,-15.236343668653731
gly-gly,-160,0,,-17.87279593648627
gly-gly,-160,100,,-15.311708950288654
gly-gly,-160,120,,-16.411080422979545
gly-gly,-160,140,,-15.199858622908941
gly-gly,-160,160,,-14.307760616089134
gly-gly,-160,180,,-16.226878101226816
gly-gly,-160,20,,-15.342105822774037
gly-gly,-160,40,,-14.748534878006595
gly-gly,-160,60,,-14.863991842639415
gly-gly,-160,80,,-14.159734423915054
gly-gly,-180,-100,,-8.031331569336878
gly-gly,-180,-120,,-6.2947375165032255
gly-gly,-180,-140,,-12.093725657085969
gly-gly,-180,-160,,-10.686151551389045
gly-gly,-180,-180,,-8.003511683821358
gly-gly,-180,-20,,-8.291363999767157
gly-gly,-180,-40,,-12.635984054980597
gly-gly,-180,-60,,-9.260461878768432
gly-gly,-180,-80,,-7.271115592932269
gly-gly,-180,0,,-8.518902424043965
gly-gly,-180,100,,-6.501160699367482
gly-gly,-180,120,,-7.805284965473568
gly-gly,-180,140,,-7.365296276276645
gly-gly,-180,160,,-9.44181442722698
gly-gly,-180,180,,-12.740650883041127
gly-gly,-180,20,,-6.929553433581965
gly-gly,-180,40,,-8.181564184407762
gly-gly,-180,60,,-11.003838324043826
gly-gly,-180,80,,-11.725567310009119
gly-gly,-20,-100,,-9.044501359358094
gly-gly,-20,-120,,11.71132791610492
gly-gly,-20,-140,,-6.5457437857673355
gly-gly,-20,-160,,4.071412566176292
gly-gly,-20,-180,,1.924467351474597
gly-gly,-20,-20,,-1.098994922485673
gly-gly,-20,-40,,-4.649321270386942
gly-gly,-20,-60,,10.628402570335254
gly-gly,-20,-80,,-3.6782991416133655
gly-gly,-20,0,,2.2896216055607255
gly-gly,-20,100,,13.090257833186769
gly-gly,-20,120,,-9.047316875437332
gly-gly,-20,140,,-3.0501185424453823
gly-gly,-20,160,,10.606568364562584
gly-gly,-20,180,,-5.262913970365865
gly-gly,-20,20,,-6.364655466861755
gly-gly,-20,40,,3.3384143878609507
gly-gly,-20,60,,2.343172198696564
gly-gly,-20,80,,-6.397568049308745
gly-gly,-40,-100,,-12.049475770308561
gly-gly,-40,-120,,-10.653594824954794
gly-gly,-40,-140,,-7.167548535208766
gly-gly,-40,-160,,-7.225762355325855
gly-gly,-40,-180,,-7.381151199137371
gly-gly,-40,-20,,-6.216690095471421
gly-gly,-40,-40,,-8.412511951929893
gly-gly,-40,-60,,-6.808262498846439
gly-gly,-40,-80,,-8.53775075431156
gly-gly,-40,0,,-13.20799641339422
gly-gly,-40,100,,-11.31373906441663
gly-gly,-40,120,,-11.687147214831867
gly-gly,-40,140,,-8.32957838164561
gly-gly,-40,160,,-6.781467533562058
gly-gly,-40,180,,-8.430467966823812
gly-gly,-40,20,,-9.74196215205054
gly-gly,-40,40,,-7.243646073349261
gly-gly,-40,60,,-7.399193166958369
gly-gly,-40,80,,-6.688963597772641
gly-gly,-60,-100,,-15.42588422911534
gly-gly,-60,-120,,-11.275311103421593
gly-gly,-60,-140,,-16.69761708935907
gly-gly,-60,-160,,-15.523471628961914
gly-gly,-60,-180,,-14.874286720765511
gly-gly,-60,-20,,-10.602071841938198
gly-gly,-60,-40,,-17.026020651073352
gly-gly,-60,-60,,-15.070559298320354
gly-gly,-60,-80,,-14.509985220647877
gly-gly,-60,0,,-16.213801912478473
gly-gly,-60,100,,-12.354794760885945
gly-gly,-60,120,,-15.147496967882319
gly-gly,-60,140,,-14.582623003596133
gly-gly,-60,160,,-15.08985529600509
gly-gly,-60,180,,-17.16626792217197
gly-gly,-60,20,,-14.192755278688082
gly-gly,-60,40,,-14.92172123283882
gly-gly,-60,60,,-15.712896165359325
gly-gly,-60,80,,-16.222712315100523
gly-gly,-80,-100,,-5.111560240498598
gly-gly,-80,-120,,-6.566206988806748
gly-gly,-80,-140,,-12.07123174971484
gly-gly,-80,-160,,-9.731327895388645
gly-gly,-80,-180,,-5.185019473358075
gly-gly,-80,-20,,-7.390473489256458
gly-gly,-80,-40,,-13.788787161503492
gly-gly,-80,-60,,-7.009238993929621
gly-gly,-80,-80,,-4.221012266002958
gly-gly,-80,0,,-6.461390406549519
gly-gly,-80,100,,-6.577495394953189
gly-gly,-80,120,,-4.823605249318355
gly-gly,-80,140,,-4.334029446868541
gly-gly,-80,160,,-7.340966039912203
gly-gly,-80,180,,-13.970886321391895
gly-gly,-80,20,,-3.8088336055280436
gly-gly,-80,40,,-5.415079351102079
gly-gly,-80,60,,-10.369228019311251
gly-gly,-80,80,,-11.267461544561392
gly-gly,0,-100,,38.42892051007022
gly-gly,0,-120,,4532.560393930972
gly-gly,0,-140,,1249.0438959207809
gly-gly,0,-160,,51.93025302461383
gly-gly,0,-180,,3629.8143536312646
gly-gly,0,-20,,21861.253077524536
gly-gly,0,-40,,68.30815306554521
gly-gly,0,-60,,362.0326660682333
gly-gly,0,-80,,1839.2700625843886
gly-gly,0,0,,110.1791011728534
gly-gly,0,100,,2652.4687651750105
gly-gly,0,120,,40.55285721413288
gly-gly,0,140,,2481.8885686225444
gly-gly,0,160,,239.30082440397052
gly-gly,0,180,,96.13348225770413
gly-gly,0,20,,169.43868767262364
gly-gly,0,40,,3051.7424329531323
gly-gly,0,60,,44.984207404586215
gly-gly,0,80,,2202.3374032354504
gly-gly,100,-100,,26.842347946682594
gly-gly,100,-120,,4018.3881378352044
gly-gly,100,-140,,35.094029596872616
gly-gly,100,-160,,85.02633984491725
gly-gly,100,-180,,578.0789479555502
gly-gly,100,-20,,889.1113413809835
gly-gly,100,-40,,13.530186998409611
gly-gly,100,-60,,604.496758601892
gly-gly,100,-80,,82.30535804910653
gly-gly,100,0,,461.9945737547091
gly-gly,100,100,,3756.1214472470538
gly-gly,100,120,,19.68414707264381
gly-gly,100,140,,117.79932555070974
gly-gly,100,160,,471.7627773473466
gly-gly,100,180,,12.875079915079922
gly-gly,100,20,,16.39203886235002
gly-gly,100,40,,708.2212298145973
gly-gly,100,60,,59.161069210475034
gly-gly,100,80,,52.80886136228632
gly-gly,120,-100,,12.40431778599293
gly-gly,120,-120,,33.87517325032235
gly-gly,120,-140,,868.8338850773541
gly-gly,120,-160,,3.1235856601141947
gly-gly,120,-180,,74.28047134848197
gly-gly,120,-20,,404.96057590419946
gly-gly,120,-40,,103.7458017318115
gly-gly,120,-60,,6.707280255995784
gly-gly,120,-80,,262.02652439662336
gly-gly,120,0,,0.6090895561684135
gly-gly,120,100,,20.997669226669032
gly-gly,120,120,,18.596666429352453
gly-gly,120,140,,237.44811458039362
gly-gly,120,160,,4.786696279311002
gly-gly,120,180,,165.73837937795736
gly-gly,120,20,,141.93739277157454
gly-gly,120,40,,53.997746545959195
gly-gly,120,60,,4.72424122007493
gly-gly,120,80,,986.850766236351
gly-gly,140,-100,,-5.188727437079351
gly-gly,140,-120,,-6.2167659328608735
gly-gly,140,-140,,-11.600782853090777
gly-gly,140,-160,,-9.527527006564306
gly-gly,140,-180,,-5.287387728372238
gly-gly,140,-20,,-7.308784633359622
gly-gly,140,-40,,-13.075010852150555
gly-gly,140,-60,,-7.003249038661991
gly-gly,140,-80,,-4.386922079968272
gly-gly,140,0,,-6.32858565973693
gly-gly,140,100,,-6.212935783103198
gly-gly,140,120,,-4.927641393929285
gly-gly,140,140,,-4.5006115949208905
gly-gly,140,160,,-7.328355587687675
gly-gly,140,180,,-13.220227067524988
gly-gly,140,20,,-3.9929235650959924
gly-gly,140,40,,-5.487454582753017
gly-gly,140,60,,-10.105894894773066
gly-gly,140,80,,-10.925055406366319
gly-gly,160,-100,,-16.0706781448203
gly-gly,160,-120,,-12.049052543069344
gly-gly,160,-140,,-16.890853697002335
gly-gly,160,-160,,-15.808408703741698
gly-gly,160,-180,,-15.370940612094167
gly-gly,160,-20,,-10.47122953369044
gly-gly,160,-40,,-17.31463126532038
gly-gly,160,-60,,-15.428754742834101
gly-gly,160,-80,,-15.112980951015906
gly-gly,160,0,,-16.944436840216646
gly-gly,160,100,,-13.194888326625488
gly-gly,160,120,,-15.796896261051387
gly-gly,160,140,,-15.173165346676193
gly-gly,160,160,,-15.418802804657084
gly-gly,160,180,,-17.472218211516534
gly-gly,160,20,,-14.819194203155575
gly-gly,160,40,,-15.397199541805975
gly-gly,160,60,,-15.998339628564814
gly-gly,160,80,,-16.363690991164916
gly-gly,180,-100,,-11.47377295657786
gly-gly,180,-120,,-9.99537049986219
gly-gly,180,-140,,-6.309319091277153
gly-gly,180,-160,,-6.159564524550532
gly-gly,180,-180,,-6.311249782363234
gly-gly,180,-20,,-5.826815379026314
gly-gly,180,-40,,-7.3536914734112955
gly-gly,180,-60,,-5.758601781515381
gly-gly,180,-80,,-7.513528719915122
gly-gly,180,0,,-12.664800286674371
gly-gly,180,100,,-10.631280255074564
gly-gly,180,120,,-11.085991855979053
gly-gly,180,140,,-7.306988236776341
gly-gly,180,160,,-5.733438941863071
gly-gly,180,180,,-7.3782794093498865
gly-gly,180,20,,-8.905522957086916
gly-gly,180,40,,-6.18744102496494
gly-gly,180,60,,-6.330835655937278
gly-gly,180,80,,-5.90793630682424
gly-gly,20,-100,,-4.201843746728883
gly-gly,20,-120,,-7.469799616707199
gly-gly,20,-140,,-4.572727628032482
gly-gly,20,-160,,-9.725619584634494
gly-gly,20,-180,,-3.5094793560949356
gly-gly,20,-20,,-1.9994800919220808
gly-gly,20,-40,,-11.119910919864502
gly-gly,20,-60,,-7.066225542608031
gly-gly,20,-80,,1.4141664740768576
gly-gly,20,0,,-7.876863154847243
gly-gly,20,100,,-7.960287260220021
gly-gly,20,120,,-3.2933294649561375
gly-gly,20,140,,0.6162431742480123
gly-gly,20,160,,-7.433698169622204
gly-gly,20,180,,-10.498250048866893
gly-gly,20,20,,2.291514969619712
gly-gly,20,40,,-4.190937375174229
gly-gly,20,60,,-10.249912021803887
gly-gly,20,80,,-3.2054267187300667
gly-gly,40,-100,,-9.098934082091397
gly-gly,40,-120,,-6.773132261066628
gly-gly,40,-140,,-12.77699741161755
gly-gly,40,-160,,-11.389542702990596
gly-gly,40,-180,,-9.043153881241778
gly-gly,40,-20,,-8.80431280347392
gly-gly,40,-40,,-13.201065785624003
gly-gly,40,-60,,-10.168600666144997
gly-gly,40,-80,,-8.320795273957202
gly-gly,40,0,,-9.575411628060934
gly-gly,40,100,,-7.090404084561321
gly-gly,40,120,,-8.881216038905784
gly-gly,40,140,,-8.4224147909121
gly-gly,40,160,,-10.327631390611153
gly-gly,40,180,,-13.323300936395142
gly-gly,40,20,,-7.986818359511844
gly-gly,40,40,,-9.201819454383823
gly-gly,40,60,,-11.674149363962393
gly-gly,40,80,,-12.411338016921427
gly-gly,60,-100,,-16.30821036364768
gly-gly,60,-120,,-14.195097291386858
gly-gly,60,-140,,-14.004430933064185
gly-gly,60,-160,,-13.917787643449536
gly-gly,60,-180,,-14.119443910283756
gly-gly,60,-20,,-8.829950560713613
gly-gly,60,-40,,-15.35961187932098
gly-gly,60,-60,,-13.570629098442225
gly-gly,60,-80,,-14.66454673702438
gly-gly,60,0,,-17.49556624687912
gly-gly,60,100,,-15.157560129637737
gly-gly,60,120,,-16.024621330798723
gly-gly,60,140,,-14.593539943154397
gly-gly,60,160,,-13.541478074612513
gly-gly,60,180,,-15.427480210118418
gly-gly,60,20,,-14.894664169705017
gly-gly,60,40,,-14.026835273170889
gly-gly,60,60,,-14.110368583225117
gly-gly,60,80,,-13.204810587623868
gly-gly,80,-100,,-12.118118182665413
gly-gly,80,-120,,-8.93501338095328
gly-gly,80,-140,,-5.44664153741212
gly-gly,80,-160,,-3.119494797815193
gly-gly,80,-180,,-3.429602772540214
gly-gly,80,-20,,-5.844852851029003
gly-gly,80,-40,,-4.877667864726789
gly-gly,80,-60,,-2.6372758670003194
gly-gly,80,-80,,-4.918679813692805
gly-gly,80,0,,-14.374150323716947
gly-gly,80,100,,-9.813126080066212
gly-gly,80,120,,-11.294574621280688
gly-gly,80,140,,-4.6328119932771585
gly-gly,80,160,,-2.6166498620567467
gly-gly,80,180,,-5.076401133319472
gly-gly,80,20,,-7.1135488700925364
gly-gly,80,40,,-3.2552293053129446
gly-gly,80,60,,-3.327223549505945
gly-gly,80,80,,-5.434535050654759
sucrose,,,-100,7134664.331818488
sucrose,,,-120,1247108028.0877335
sucrose,,,-140,5460988.299855554
sucrose,,,-160,65543.86690668974
sucrose,,,-180,409850614.98187816
sucrose,,,-20,1309.1264991648245
sucrose,,,-40,9835123.630190745
sucrose,,,-60,10293623.81303277
sucrose,,,-80,566237865.499326
sucrose,,,0,101.16180658576594
sucrose,,,100,2156305.4370597843
sucrose,,,120,1135084276.9769347
sucrose,,,140,9551.256627711075
sucrose,,,160,3519473.8802254014
sucrose,,,180,409850614.98187816
sucrose,,,20,169.75617366001356
sucrose,,,40,2701.997588928351
sucrose,,,60,8517.836590424555
sucrose,,,80,2108.3195804097672
