name,point,bond,length,energy,ani2_energy,ani1x_energy,cnn_energy,BAND_energy,bobrfr_energy,bobkrr_energy,bobbrr_energy,fchl_energy,ecfprfr_energy,mmff_energy,gaff_energy
CO,16,OC,2.2271,-70606.9510964964,-70776.24146691556,-70975.0706232301,-70818.94680273607,,-84089.53204178704,-71115.84746763321,-71156.16746401916,-70779.76325934399,-144370.36538419023,1450.1026206705249,2784.5938015727043
CO,17,OC,2.3271,-70591.61820702045,-70786.40227998002,-70993.22032580027,-70811.95644629076,,-84089.53204178704,-71102.61387210476,-71158.09698816868,-70785.22470110495,-144370.36538419029,2120.1480883294194,3361.441727140705
CO,18,OC,2.4271,-70580.34897599035,-70796.63763635019,-71011.96371792043,-70813.61562597826,,-84265.38299734994,-71089.47123940535,-71159.92840092078,-70790.2805784349,-144370.36538419029,3024.23163622246,3992.550580708703
CO,19,OC,2.5271,-70572.13648555875,-70808.7707460964,-71028.30135453607,-70813.91860449388,,-83096.31228716114,-71077.5066351862,-71161.53088707886,-70794.01247068479,-144370.36538419029,4214.562349235656,4677.9203622767045
CO,20,OC,2.6271,-70565.91595069118,-70823.34075885525,-71040.18700679726,-70813.6233774431,,-83096.31228716114,-71065.61324528715,-71163.06796563863,-70797.03613194515,-144370.36538419029,5748.755018678926,5417.551071844703
CO,21,OC,2.7271,-70561.00495665421,-70839.62031550027,-71048.71577487519,-70815.81200659349,,-83096.31228716117,-71054.65162594628,-71164.4415252027,-70799.80729330644,-144370.36538419029,7689.830142286117,6211.442709412705
CO,22,OC,2.8271,-70556.95914152994,-70856.1534713997,-71056.33328999243,-70820.34865820482,,-83096.31228716114,-71043.91023240205,-71165.74967716847,-70802.26028142123,-144370.36538419023,10106.213924214991,7059.595274980706
CO,23,OC,2.9271,-70553.55332022252,-70869.13931534189,-71063.21866911459,-70818.03957617357,,-83096.31228716114,-71033.43693982766,-71166.99242153596,-70804.13551110445,-144370.36538419023,13071.738275047217,7962.0087685487015
CO,24,OC,3.0271,-70550.66178211954,-70876.41684454188,-71069.30940802392,-70821.32967627123,,-83096.31228716114,-71023.84754263826,-71168.10435070687,-70805.16022521594,-144370.36538419023,16665.64081178843,8918.683190116702
CO,25,OC,3.1271,-70548.18606037517,-70881.13982347738,-71073.64867533241,-70820.0181833513,,-83096.31228716117,-71014.48794628015,-71169.16722417905,-70805.2800279862,-144370.36538419029,20972.56485786814,9929.618539684705
CO,26,OC,3.2271,-70546.05755427136,-70884.2027764799,-71075.56965263063,-70819.89809668138,,-83096.31228716114,-71005.52511541983,-71170.16469005296,-70804.82372577745,-144370.36538419023,26082.55944313981,10994.814817252704
CO,27,OC,3.3271,-70544.24291788838,-70880.18429496745,-71075.83589399597,-70818.59231054857,,-83096.31228716114,-70996.99375955787,-71171.09674832856,-70804.27489027381,-144370.36538419029,32091.079303880797,12114.272022820704
CO,28,OC,3.4271,-70542.70326642916,-70863.0907714483,-71075.50264433617,-70817.71077978685,,-83096.31228716114,-70988.62727382356,-71171.99610280503,-70803.94766182872,-144370.36538419029,39098.984882792385,13287.990156388702
CO,29,OC,3.5271,-70541.40503492234,-70849.88668572798,-71076.21697441353,-70817.81020605638,,-83096.31228716114,-70980.8999216513,-71172.81369778365,-70803.85508382622,-144370.36538419029,47212.542328999756,14515.9692179567
CO,30,OC,3.6271,-70540.32318889366,-70844.61215231223,-71078.78775462315,-70818.97417700365,,-83096.31228716114,-70973.37693662458,-71173.59858896311,-70803.86499343772,-144370.36538419023,56543.423498052136,15798.209207524704
CO,31,OC,3.7271,-70539.43733776383,-70842.8429728489,-71082.74977417245,-70819.74578344896,,-83096.31228716117,-70966.2270787289,-71174.33442444386,-70803.85764574991,-144370.36538419029,67208.70595192249,17134.710125092704
CO,32,OC,3.8271,-70538.71814112908,-70842.84701103874,-71086.46455763718,-70820.12905371263,,-83096.31228716111,-70959.30821854385,-71175.03755612546,-70803.7578172184,-144370.36538419029,79330.87295900783,18525.471970660703
CO,33,OC,3.9271,-70538.14280510058,-70844.44471198812,-71088.41927372472,-70818.52077734545,,-83096.31228716114,-70952.47104537304,-71175.7243359075,-70803.53223526987,-144370.36538419029,93037.81349412896,19970.494744228698
CO,34,OC,4.0271,-70537.69049473714,-70848.9570533927,-71088.95903240642,-70817.15456640795,,-83096.31228716114,-70946.21465789697,-71176.34570809125,-70803.19748498168,-144370.36538419029,108462.82223853082,21469.778445796703
CO,35,OC,4.1271,-70537.34098218358,-70856.38255240681,-71089.42018334982,-70818.3880258806,,-83096.31228716114,-70939.89603269575,-71176.96708027499,-70802.81291473753,-144370.36538419029,125744.59957988221,23023.323075364708
CO,36,OC,4.2271,-70537.07982254823,-70865.50833684755,-71090.0981272436,-70819.51162207201,,-83096.31228716114,-70934.18213077585,-71177.52304486044,-70802.44573518509,-144370.36538419023,145027.25161227546,24631.1286329327
CO,37,OC,4.3271,-70536.88628102784,-70876.34681505575,-71090.24113912876,-70820.02590429857,,-83096.31228716117,-70928.42214900175,-71178.0790094459,-70802.16652041922,-144370.36538419029,166460.2901362275,26293.1951185007
CO,38,OC,4.4271,-70536.74183211144,-70887.84397285356,-71089.33478823042,-70821.31112158373,,-83096.31228716114,-70922.95659954277,-71178.60227023221,-70802.05530078737,-144370.36538419029,190198.63265867863,28009.522532068706
CO,39,OC,4.5271,-70536.63656214722,-70897.34681671298,-71087.96307276565,-70817.50899756029,,-83096.31228716114,-70917.60355674077,-71179.10917911894,-70802.16626634535,-144370.36538419023,216402.60239299329,29780.110873636702
CO,40,OC,4.6271,-70536.56100184533,-70903.62017508074,-71087.20652201021,-70823.23214209154,,-82956.15001037979,-70912.39234413933,-71179.59973610612,-70802.46363417064,-144370.36538419029,245237.9282589601,31604.960143204717
CO,41,OC,4.7271,-70536.50515619191,-70906.24717028438,-71087.23949317212,-70821.47606909349,,-82708.96133899367,-70907.6646707871,-71180.04123739456,-70802.82449474957,-144370.36538419023,276875.7448827908,33484.0703407727
CO,42,OC,4.8271,-70536.46161498259,-70906.4074575101,-71087.44130292314,-70822.95134985521,,-82708.96133899367,-70902.89899651613,-71180.48273868301,-70803.12951897921,-144370.36538419023,311492.5925971218,35417.441466340686
CO,43,OC,4.9271,-70536.42701108057,-70905.72393675792,-71087.41984821831,-70821.25084936693,,-82708.96133899364,-70898.28353060105,-71180.90788807187,-70803.34108113447,-144370.36538419023,349270.4174410136,37405.073519908714
CO,44,OC,5.0271,-70536.40000514146,-70905.33546732545,-71087.26863905392,-70821.20998632982,,-82708.96133899367,-70893.81737538235,-71181.31668556119,-70803.66739847852,-144370.36538419023,390396.5711599495,39446.96650147669
CO,45,OC,5.1271,-70536.3783002523,-70905.28953000165,-71087.17855284546,-70822.52715551927,,-82708.96133899364,-70889.49694022203,-71181.70913115093,-70803.66739847852,-144370.36538419029,435063.8112058381,41543.120411044714
H2,0,HH,0.2772,-357.06447184387156,-639.4454615785368,-759.7701906461035,-515.785414874336,,-72419.8499159086,-1092.637124462795,8.09716448123677,-3.211614993199453e-171,-144370.36538419023,0.0,1417.2314650560004
H2,1,HH,0.3771,-576.8418771633816,-636.239166825912,-760.1716711939084,-523.0317222473828,,-72419.84991590864,-1215.4159982998374,-149.94606739203516,-8.151710488972542e-11,-144370.36538419023,0.0,1093.9782038940002
H2,2,HH,0.47700000000000004,-672.1740438159853,-638.6557763026096,-758.7875392749191,-535.3170005676953,-89.84577941894531,-72419.8499159086,-1286.4307387876559,-241.36007523726772,-144.5724880844666,-144370.36538419029,0.0,812.5092486000003
H2,3,HH,0.5769,-713.4661622406988,-653.0930697091169,-746.900885328587,-543.299575030586,-106.99164581298828,-72419.8499159086,-1332.6841404831932,-300.90793246039465,-3660.653747924347,-144370.36538419023,0.0,572.8245991740004
H2,4,HH,0.6767,-728.5810702907422,-685.0892985053487,-722.9124839606837,-553.0506736633985,-103.23806762695312,-72419.8499159086,-1365.5692977256872,-343.2351931352119,-3681.59751908444,-144370.36538419023,0.0,375.10146192600024
H2,5,HH,0.7766,-730.2495428958152,-706.8329876409283,-701.6024682735958,-562.6742088196485,-97.69904327392578,-72419.8499159086,-1389.8213643631886,-374.45758313868924,-2078.6094984341685,-144370.36538419023,0.0,218.94359810400022
H2,6,HH,0.8765,-724.8627811930252,-697.9713852165111,-686.6715108432576,-570.7354728577344,-95.80818176269531,-72419.8499159086,-1408.698844370756,-398.7595464919113,-1138.6832086000477,-144370.36538419029,0.0,104.57004015000014
H2,7,HH,0.9764,-715.8354186247217,-675.6610811577044,-679.7401769314379,-580.3085471985547,-93.89868927001952,-72419.8499159086,-1423.5772513180254,-417.91142489610615,-763.0467950735078,-144370.36538419023,0.0,31.980788064000023
H2,8,HH,1.0763,-705.0499725507815,-661.6931084123498,-679.2355613853005,-586.9418022034375,,-72419.8499159086,-1435.7626797735118,-433.60308997517336,-646.562639825021,-144370.36538419029,0.0,1.1758418460000055
H2,9,HH,1.1762,-693.5575341482786,-655.064890761075,-684.8993907363679,-587.9664604065625,,-72419.8499159086,-1445.8278364964674,-446.5587724250699,-623.9289838619497,-144370.36538419023,0.0,12.155201495999945
H2,10,HH,1.276,-681.9563459896513,-662.2423302084483,-696.6931591324554,-591.5515586731641,,-72419.8499159086,-1454.390909660673,-457.58317301908124,-627.3193989293507,-144370.36538419023,0.0,64.84515839999995
H2,11,HH,1.3759,-670.5766315660594,-679.9676334238268,-707.1182679631931,-587.6176597473827,,-72419.8499159086,-1461.7089291021773,-466.99817206652153,-631.7804719401121,-144370.36538419023,0.0,159.3513036539998
H2,12,HH,1.4758,-659.6049540382035,-681.9437537956811,-707.1938443474286,-585.5284721253125,,-72419.96053389294,-1467.9539462246225,-475.0451797993765,-631.714163773303,-144370.36538419029,0.0,295.6417547759998
H2,13,HH,1.5757,-649.1380779076621,-679.9166757580734,-696.5320339280071,-572.5641319153516,,-72544.8814376076,-1473.512253831663,-482.20701668161746,-630.1963337708718,-144370.36538419023,0.0,473.71651176600005
H2,14,HH,1.6756,-639.2195506423867,-679.1489627113766,-676.1415441624962,-559.3855735657422,,-72823.84565059157,-1478.3371736294412,-488.4032126359158,-630.484973669237,-144370.36538419029,0.0,693.5755746239998
H2,15,HH,1.7755,-629.8749762509123,-678.0564784801638,-653.783913089006,-554.8879234192578,,-73254.32817629915,-1482.5795124134968,-493.8751778942572,-632.4329295509107,-144370.36538419029,0.0,955.21894335
H2,16,HH,1.8754,-621.0980335284916,-672.5968411570481,-638.4294006352566,-539.860366046211,,-73254.33782250022,-1486.4568030019998,-498.8643226886273,-634.3315965625717,-144370.36538419023,0.0,1258.6466179439994
H2,17,HH,1.9752,-612.8815688741088,-657.1243489259698,-630.5629673446443,-532.2162620423047,,-73253.28662002918,-1489.8960357558392,-503.29017694169755,-635.3978411595076,-144370.36538419023,0.0,1603.492148736
H2,18,HH,2.0751,-605.209072051999,-636.9367291475362,-629.5112002830671,-522.078139483711,,-73253.36036393806,-1492.9860789652446,-507.27344576946075,-635.8795308853304,-144370.36538419029,0.0,1990.4466089339996
H2,19,HH,2.175,-598.0529863646356,-617.638098675949,-633.910451817368,-517.6000205872266,,-73253.36036393807,-1495.8633768737982,-510.97506932657404,-636.1909036013742,-144370.36538419029,0.0,2419.185374999999
H2,20,HH,2.2749,-591.3858865454821,-600.4462561924076,-642.2715141922107,-512.6475669739453,,-73253.36036393807,-1498.454022182894,-514.3145775357088,-636.6122995082402,-144370.36538419029,0.0,2889.7084469340007
H2,21,HH,2.3748,-585.1758661571122,-585.1074951926745,-653.0004340096724,-510.41230696417966,,-73471.6648096924,-1500.8028978673933,-517.3322054355294,-637.1910669301337,-144370.36538419023,0.0,3402.0158247359996
H2,22,HH,2.4747,-579.3968392773614,-570.778785260246,-664.7931457857268,-510.7807762024609,,-73471.6648096924,-1502.9872026440619,-520.1486581420287,-637.652635729364,-144370.36538419023,0.0,3956.107508405999
H2,23,HH,2.5745,-574.0199411574241,-558.7081042502559,-677.0608363185793,-508.3470603821485,,-74420.99921497563,-1504.987487223792,-522.7237006165424,-637.6881596104646,-144370.36538419023,0.0,4551.36613335
H2,24,HH,2.6744,-569.0139350320597,-550.6459375116384,-689.7046695573335,-505.8475181458204,,-74420.99921497561,-1506.8336735898256,-525.0975678977346,-637.3020267900704,-144370.36538419029,0.0,5188.984602623999
H2,25,HH,2.7743,-564.3594254423464,-546.1029646185614,-702.0127173650836,-505.270278155586,,-77515.20054471331,-1508.5499985485887,-527.3104950242697,-636.7291442683867,-144370.36538419023,0.0,5868.387377766001
H2,26,HH,2.8742,-560.0318911207603,-543.1675829758323,-713.258403859065,-503.26048201300796,,-77515.20054471331,-1510.1747622386313,-529.402717034812,-636.1842266744494,-144370.36538419023,0.0,6589.574458776
H2,27,HH,2.9741,-556.0163614517019,-541.228319246558,-723.2156123521651,-499.74226301886716,,-77515.20054471331,-1511.6795387758732,-531.3339988906971,-635.8277953672155,-144370.36538419029,0.0,7352.545845653999
H2,28,HH,3.074,-552.294085613961,-539.9573246419585,-731.7038899088853,-496.66850203253915,,-77515.20054471331,-1513.0861712080812,-533.1445756305895,-635.7296461485613,-144370.36538419023,0.0,8157.301538399997
H2,29,HH,3.1738,-548.8498864575263,-539.4667358701265,-738.8777566896389,-498.5659324524609,,-77515.20054471331,-1514.3608476941918,-534.7942122158248,-635.7606681445563,-144370.36538419023,0.0,9002.973257496
H2,30,HH,3.2737,-545.6648692129603,-540.5646385500587,-744.5877751802675,-494.5406638977735,,-77515.20054471331,-1515.6139803523683,-536.4036137623958,-635.7267679109154,-144370.36538419029,0.0,9891.255735845998
H2,31,HH,3.3736,-542.7298587454521,-542.7955845549741,-748.4150983944112,-493.8419334290234,,-77515.20054471331,-1516.7731579831643,-537.8923101929739,-635.6025041645041,-144370.36538419023,0.0,10821.322520064
H2,32,HH,3.4735,-540.0310610596921,-545.7012346752979,-750.6666811724823,-494.1654197571485,,-77515.20054471331,-1517.8303016511059,-539.2603015075593,-635.5228836372211,-144370.36538419029,0.0,11793.17361015
H2,33,HH,3.5734,-537.5522788508428,-549.6790475126184,-752.0073180992297,-494.50968855597665,,-77515.20054471331,-1518.8949258148573,-540.6282928221447,-635.5472231543611,-144370.36538419029,0.0,12806.809006103998
H2,34,HH,3.6733,-535.2787417790995,-553.770134839002,-753.0096038725719,-493.7301170227735,,-77515.20054471331,-1519.864098852067,-541.8755790207372,-635.5998231664939,-144370.36538419029,0.0,13862.228707926
H2,35,HH,3.7732,-533.196649590534,-556.848802275405,-754.1579736479564,-493.40360945441415,,-77515.20054471331,-1520.800956147375,-543.0826301806654,-635.6085617589729,-144370.36538419029,0.0,14959.432715616002
H2,36,HH,3.873,-531.2908564282275,-558.5069594964183,-755.7540328346709,-492.2632896301954,,-77515.20054471331,-1521.6453545144652,-544.1689762246009,-635.5848836520777,-144370.36538419029,0.0,16097.260008600006
H2,37,HH,3.9729,-529.5458033664356,-558.9811157266951,-757.6736843903213,-491.11540144660165,,-77515.20054471331,-1522.4933435195446,-545.2553222685362,-635.5583124049864,-144370.36538419029,0.0,17277.990801894
H2,38,HH,4.0728,-527.948516288881,-559.3868185772814,-759.3576588345659,-492.4498130676954,,-77515.20054471331,-1523.2898667134477,-546.2813157544753,-635.5168966107108,-144370.36538419029,0.0,18500.505901056
H2,39,HH,4.1727,-526.4850384761712,-560.3997607273794,-760.3372619037076,-488.68488997199216,,-77739.60513912931,-1524.0223568632125,-547.2268391630857,-635.4404734109728,-144370.36538419017,0.0,19764.805306086
H2,40,HH,4.2726,-525.1409938814705,-563.6839188678837,-760.6205839292895,-491.95710676886716,,-78412.85534997348,-1524.7596345302964,-548.1723625716962,-635.3584325342056,-144370.36538419023,0.0,21070.889016983998
H2,41,HH,4.3725,-523.9046100432648,-570.2560774911857,-760.4272417488608,-490.53816145636716,,-78412.85534997348,-1525.425697877264,-549.0374159029781,-635.3218486726926,-144370.36538419023,0.0,22418.75703375
H2,42,HH,4.4723,-522.765153430721,-578.6900188248968,-759.994190002253,-491.41728132941415,,-79210.6200978521,-1526.0854776077508,-549.882351714928,-635.3350540854531,-144370.36538419023,0.0,23806.997420886
H2,43,HH,4.5722,-521.7120720129444,-588.5921639140165,-759.5540072392484,-491.85273665167966,,-79210.62009785206,-1526.7105478376766,-550.6870524882135,-635.3521404437256,-144370.36538419023,0.0,25238.392223255996
H2,44,HH,4.6721,-520.7350515865459,-600.378315746761,-759.2574447360821,-489.3159324524609,,-79210.6200978521,-1527.318562537155,-551.4716357421668,-635.3530652784615,-144370.36538419029,0.0,26711.571331494004
H2,45,HH,4.772,-519.8256117233741,-614.3064055386758,-759.1600761480748,-491.27546614386716,,-79210.62009785206,-1527.895757593894,-552.2159839574558,-635.3843701307045,-144370.36538419023,0.0,28226.534745599998
H2CCH2,0,CC,0.8163,-48575.04533768765,-48911.47649142977,-49122.32417833566,-48889.91448891402,-489.9039916992188,-74223.24104327745,-49200.24218300396,-49205.04925922753,-48426.92068250367,-158137.12472389944,496.75426874367326,646.9906953350758
H2CCH2,1,CC,0.9163,-48865.387378012645,-48949.962995923735,-49101.44948075164,-49029.77569496871,-488.50628662109375,-74116.75427133289,-49247.37229880847,-49213.47298860757,-49070.43166940365,-158137.12472389944,276.2678857776833,417.8370814535195
H2CCH2,2,CC,1.0163,-49028.15107140852,-49035.81488388728,-49165.738198885774,-49170.695708396444,-515.6600952148439,-74095.48802885211,-49271.90623052813,-49219.08321320665,-49189.875191781524,-158137.1247238994,137.67151041190354,239.54876214361263
H2CCH2,3,CC,1.1163,-49114.097400597486,-49114.6626854582,-49245.27723551764,-49249.0709143901,-541.341064453125,-74095.28863809453,-49282.570425355596,-49222.552935290056,-49240.52579897887,-158137.12472389944,58.571282914597184,111.38968765516907
H2CCH2,4,CC,1.2163,-49153.54895318252,-49154.36645238412,-49284.24719168825,-49284.73861611129,-554.2477416992189,-74196.00967788653,-49285.1290541426,-49224.70154139397,-49278.49563506734,-158137.1247238994,20.447634511991765,32.99874352932662
H2CCH2,5,CC,1.3163,-49165.03843125845,-49165.84616342987,-49295.25304179827,-49294.40379631759,-559.3549194335939,-74227.78206786615,-49282.462706215905,-49225.85597704215,-49293.99992224197,-158137.12472389944,8.641677056548987,4.193629759422688
H2CCH2,6,CC,1.4163,-49159.97469563547,-49160.7966122119,-49289.69394055739,-49288.5961638713,-555.842041015625,-74227.39487919603,-49276.71977997226,-49226.39962222516,-49288.38085197007,-158137.12472389944,12.346316974474338,24.87996734714593
H2CCH2,7,CC,1.5163,-49145.39347876603,-49146.02107610767,-49274.40759061522,-49274.34744179488,-550.4510498046875,-74382.03030034341,-49268.946647165656,-49226.44541694976,-49271.57244846739,-158137.12472389938,24.599916917404087,95.00780302513878
H2CCH2,8,CC,1.6163,-49125.65622416705,-49125.326341755106,-49253.8156838247,-49255.59865486861,-541.158203125,-74846.08587013058,-49260.02121878438,-49226.013637117976,-49250.00828936369,-158137.12472389944,42.281616678078755,214.55018440656892
H2CCH2,9,CC,1.7163,-49103.44812954618,-49100.36858458462,-49230.62088708851,-49234.30047524215,-533.1053466796875,-74846.08587013061,-49250.383647201954,-49225.354319740705,-49225.24577589981,-158137.12472389944,66.10792827347677,383.49232698841934
H2CCH2,10,CC,1.8163,-49080.43054520059,-49072.084067769756,-49205.15112664174,-49215.55733406783,-526.4225463867189,-74846.08587013061,-49240.445060468126,-49224.5985842343,-49197.99065545298,-158137.12472389944,100.63034805225841,601.8260060307985
H2CCH2,11,CC,1.9163,-49057.61090844284,-49041.065267435624,-49183.090256187665,-49195.33433449508,-518.5253295898439,-74846.08587013061,-49230.4080304094,-49223.59446924902,-49171.258682311825,-158137.12472389944,154.2337485627663,869.5465912155556
H2CCH2,12,CC,2.0163,-49035.60760833854,-49012.011209663644,-49166.927345252916,-49178.29003823043,,-74846.08587013058,-49220.52360246523,-49222.50350805434,-49149.2236026203,-144370.36538419029,239.1353333692465,1186.651448871626
H2CCH2,13,CC,2.1163,-49014.78911479689,-48981.884299045225,-49157.98723639862,-49158.37005532027,,-74846.08587013061,-49210.774421885326,-49221.503514980825,-49134.387746837085,-144370.36538419023,371.38397653550317,1553.1390666767193
H2CCH2,14,CC,2.2163,-48995.29924461381,-48943.270605560516,-49155.4623446477,-49139.380095603476,,-74845.72600763752,-49201.28466490011,-49220.31144982436,-49126.740141425485,-144370.36538419029,570.8598137637878,1969.0085672386435
H2CCH2,15,CC,2.3163,-48977.20435792189,-48906.74399407046,-49156.53833916508,-49123.23257363082,,-74845.72600763752,-49192.08784413083,-49219.068549671385,-49124.30631302278,-144370.36538419023,861.27399295078,2434.259434528833
H2CCH2,16,CC,2.4163,-48960.507940771684,-48882.19448576864,-49161.46299267325,-49109.83718788863,,-74845.72600763752,-49183.232732410186,-49217.884726228,-49124.79162070795,-144370.36538419023,1270.168523442842,2948.8913585590485
H2CCH2,17,CC,2.5163,-48945.135402947184,-48868.099636455976,-49170.83227627344,-49096.53581154586,,-74845.72600763752,-49174.75433845855,-49216.70764957311,-49126.008398156475,-144370.36538419023,1828.9161854415827,3512.904146594536
H2CCH2,18,CC,2.6163,-48931.01738643745,-48860.258217877745,-49182.76472371123,-49091.78954994918,,-74845.72600763752,-49166.46714597984,-49215.557495481524,-49126.72307479117,-144370.36538419029,2572.7204756816864,4126.297672215417
H2CCH2,19,CC,2.7163,-48918.060005705505,-48858.189321726444,-49193.812452909515,-49094.483931663046,,-74636.91099211643,-49158.55607283048,-49214.41887413832,-49127.166970919054,-144370.36538419023,3540.615574832171,4789.071846094334
H2CCH2,20,CC,2.8163,-48906.17644119461,-48860.78566329216,-49203.36154892775,-49098.614165427694,,-74623.47184523266,-49150.919085047615,-49213.23917260669,-49128.07109812313,-144370.36538419023,4775.466327851125,5501.226599311838
H2CCH2,21,CC,2.9163,-48895.27155564405,-48867.81629169006,-49211.50504108194,-49105.863326194296,,-74623.42970165274,-49143.62709773152,-49212.12858560849,-49129.39280530457,-144370.36538419029,6323.9682320437905,6262.761873935061
H2CCH2,22,CC,3.0163,-48885.244410053645,-48877.82943570631,-49217.93512567074,-49112.034712913046,,-74623.42970165274,-49136.59962074731,-49210.989682304826,-49130.16954024941,-144370.36538419029,8236.647429694152,7073.677617803959
H2CCH2,23,CC,3.1163,-48875.99603688807,-48888.68972293748,-49222.86235994996,-49113.508544089804,,-74596.69499038886,-49129.80254303404,-49209.93528334955,-49129.83574065628,-144370.36538419023,10567.860703409884,7933.973781744356
H2CCH2,24,CC,3.2163,-48867.46340559982,-48898.63801343843,-49226.518368121775,-49119.35758888961,,-74596.69499038886,-49123.37709635265,-49208.92345950724,-49129.009136518594,-144370.36538419029,13375.795473077063,8843.650318166252
H2CCH2,25,CC,3.3163,-48859.5747047995,-48906.383895719424,-49228.844288034765,-49121.34078896285,,-74596.69499038889,-49117.12400029473,-49207.84926792003,-49128.73351063749,-144370.36538419029,16722.469793771554,9802.707180437923
H2CCH2,26,CC,3.4163,-48852.262935975436,-48910.76701971225,-49229.79516190909,-49125.014861228476,,-74583.26149712279,-49111.27215803209,-49206.880585222,-49129.346984930075,-144370.36538419023,20673.732354241532,10811.144322680266
H2CCH2,27,CC,3.5163,-48845.47343009444,-48911.783300596675,-49229.72894549523,-49124.27168190719,,-74583.26149712276,-49105.561846750184,-49205.89099811039,-49129.64251652742,-144370.36538419023,25299.26247573417,11868.961699775722
H2CCH2,28,CC,3.6163,-48839.170331530826,-48911.77481386976,-49229.44595366341,-49126.36636269332,,-74532.0630443711,-49100.007429000965,-49204.95693288316,-49129.65455837243,-144370.36538419023,30672.57011103391,12976.159267474482
H2CCH2,29,CC,3.7163,-48833.31566924576,-48911.87900476321,-49229.466712039284,-49125.25337136031,,-74618.81183868877,-49094.746845127185,-49204.06009077772,-49129.42321352005,-144370.36538419029,36870.995843634904,14132.736982533139
H2CCH2,30,CC,3.8163,-48827.88198042099,-48912.00960709689,-49229.72209149095,-49124.91946327926,,-74560.26323907531,-49089.5685467073,-49203.1449701907,-49129.14150330754,-144370.36538419023,43975.71088700256,15338.694802851145
H2CCH2,31,CC,3.9163,-48822.853418234336,-48912.31305887731,-49229.878733073216,-49123.84484780074,,-74560.2632390753,-49084.700838473495,-49202.243442252635,-49128.817478034136,-144370.36538419023,52071.717083899945,16594.032687588493
H2CCH2,32,CC,4.0163,-48818.20650034895,-48912.89498721329,-49229.819150924086,-49125.87907326461,,-74457.49448400081,-49080.01206369947,-49201.40250517449,-49128.63950885701,-144370.36538419023,61247.8469057624,17898.750597258073
H2CCH2,33,CC,4.1163,-48813.915954463046,-48913.52313556963,-49229.68266927804,-49123.46174538375,,-74457.49448400081,-49075.350218710366,-49200.598245467794,-49128.78513599362,-144370.36538419023,71596.76345211428,19252.848493791324
H2CCH2,34,CC,4.2163,-48809.963774531076,-48913.783519542514,-49229.58841503081,-49124.166060569296,,-74457.49448400081,-49071.01691709724,-49199.79744045907,-49129.36407494093,-144370.36538419023,83214.96045002155,20656.32634057918
H2CCH2,35,CC,4.3163,-48806.33614778183,-48913.1592694849,-49229.55186813348,-49125.33747780562,,-74457.49448400081,-49066.85596610761,-49199.02010331569,-49130.26269346114,-144370.36538419023,96202.76225357689,22109.18410249112
H2CCH2,36,CC,4.4163,-48803.00840274098,-48911.95818312746,-49229.5756794867,-49126.545622947226,,-74449.84582634829,-49062.70518859228,-49198.313657590705,-49129.3712427754,-144370.36538419029,110664.32384341783,23611.421745875938
H2CCH2,37,CC,4.5163,-48799.958227433315,-48911.34083436424,-49229.63597695824,-49125.484282615194,,-74425.84276673617,-49058.80485807666,-49197.53687633816,-49129.59403473278,-144370.36538419029,126707.63082627312,25163.039238547506
H2CCH2,38,CC,4.6163,-48797.163823090414,-48911.78253585864,-49229.719435914936,-49125.23739540816,,-74425.84276673617,-49054.91140961723,-49196.817493982235,-49129.928587050796,-144370.36538419023,144444.49943453787,26764.036549758704
H2CCH2,39,CC,4.7163,-48794.60064341027,-48912.880289321394,-49229.831816338556,-49127.20730507613,,-74425.84276673612,-49051.32286616701,-49196.12230813042,-49130.26249008515,-144370.36538419023,163990.57652587714,28414.413650166367
H2CCH2,40,CC,4.8163,-48792.245450142145,-48914.18679761399,-49229.96088761846,-49122.670973899374,,-74425.84276673617,-49047.667596694155,-49195.442784968734,-49130.493067602314,-144370.36538419029,185465.33958285296,30114.170511789325
H2CCH2,41,CC,4.9163,-48790.07663853479,-48915.236540450234,-49230.0825999606,-49125.50305092574,,-74533.8500083693,-49044.28192429032,-49194.83688942512,-49130.608723080506,-144370.36538419023,208992.0967125788,31863.307107961835
H2CCH2,42,CC,5.0163,-48788.07456904315,-48915.69021662305,-49230.16706410892,-49124.87011635543,,-74634.19304748665,-49040.91570117558,-49194.16299112979,-49130.62225518055,-144370.36538419029,234697.98664639512,33661.8234132837
H2CCH2,43,CC,5.1163,-48786.21941436363,-48915.750481710165,-49230.20239075039,-49125.58010781051,,-74634.19304748665,-49037.65360656255,-49193.51517649128,-49130.62225167407,-144370.36538419029,262713.9787395677,35509.71940356838
H2CCH2,44,CC,5.2163,-48784.4944139157,-48915.750481710165,-49230.207477487544,-49125.62792885543,,-74734.35384534136,-49034.61263540565,-49192.941445234435,-49130.62225518055,-144370.36538419029,293174.872971007,37406.99505579058
H2CCH2,45,CC,5.3163,-48782.88516035947,-48915.750481710165,-49230.207477487544,-49127.619841697226,,-74734.35384534136,-49031.55700247698,-49192.32551186705,-49130.62225167407,-144370.36538419023,326219.2999430056,39353.65034803331
H2O,0,OH,0.4592,-46441.88540021107,-47575.67847096391,-47834.249762360334,-47265.058526778135,-112.28858947753906,-73968.79830570922,-48120.15344065337,-47637.33911304187,-6.823952990590638e-10,-144370.36538419023,772.4663041693257,1719.2380852106455
