name,point,bond,length,energy,ani2_energy,ani1x_energy,cnn_energy,BAND_energy,bobrfr_energy,bobkrr_energy,bobbrr_energy,fchl_energy,ecfprfr_energy,mmff_energy,gaff_energy
C6H6-C,38,CC,4.6846,-143818.50218059382,-143923.72622394058,-145340.00758101756,-145090.79046083626,,-145241.8887237804,-144832.15465486518,-145492.03202990917,-144836.39860195585,-144370.36538419029,526223.9728901961,130686.21500639574
C6H6-C,39,CC,4.7846,-143812.7808143669,-144127.64858090895,-145336.76787178824,-145088.86193300426,,-145241.8887237804,-144819.7956789069,-145490.1411621102,-144837.69239578405,-144370.36538419029,596794.4336927638,138732.25279751726
C6H6-C,40,CC,4.8846,-143807.54287635486,-144308.8704542173,-145334.49013561886,-145098.41570497688,,-145241.8887237804,-144808.08840374363,-145488.29465160987,-144838.25579867663,-144370.36538419029,674266.8073222626,147018.63761574705
C6H6-C,41,CC,4.9846,-143802.73652642022,-144404.03251475282,-145332.8457543286,-145105.48937441048,,-144763.6324525803,-144796.73540486195,-145486.54337749546,-144838.37779270622,-144370.36538419023,759078.546182109,155545.37516282868
C6H6-C,42,CC,5.0846,-143798.2962556025,-144424.7339359001,-145332.095011769,-145104.69365907845,,-144763.6324525803,-144785.47666022746,-145484.7970847453,-144838.0916999752,-144370.36538419029,851680.5751903411,164312.45789457427
C6H6-C,43,CC,5.1846,-143794.17323415962,-144424.848460083,-145331.91140299937,-145121.59911562141,,-144763.6324525803,-144775.04436077012,-145483.15229250028,-144838.08857920574,-144370.36538419029,952537.2972906544,173319.89339240672
C6H6-C,44,CC,5.2846,-143790.3317879659,-144424.84749017138,-145331.90960768037,-145127.10073305306,,-144062.86733543617,-144764.6518575505,-145481.5709711613,-144838.08856634868,-144370.36538419029,1062126.5879469432,182567.6759964449
C6H6-C,45,CC,5.3846,-143786.74690758143,-144424.896657231,-145331.92243673067,-145134.9607489222,,-143585.3473959371,-144754.63457600074,-145479.9658732501,-144838.09169296216,-144370.36538419023,1180939.7988136094,192055.80571739678
C6H6-H,0,CH,0.5805009732980644,-143245.9362667351,-143367.08273852913,-143388.01711964264,-144493.72893739876,-1088.7425537109377,-145790.31533597226,-145539.20782745632,-145562.71661533392,-107626.31923587504,-149679.03776304124,1541.8028903463821,2258.160849663781
C6H6-H,1,CH,0.6804487710327648,-144299.7324312686,-144305.5767834818,-144630.30979134003,-144954.05828310188,-1166.7752685546875,-145790.74666028857,-145605.1406183103,-145595.9295056546,-143635.5969169584,-149679.03776304124,842.7217402101221,1458.7196959861428
C6H6-H,2,CH,0.7804465708810565,-144862.16448383185,-144863.6042209004,-145240.06639907265,-145299.16601015266,-1188.34521484375,-145722.40758213316,-145643.15111206236,-145617.3671648532,-145781.99462123602,-149679.03776304124,407.4045000200805,836.7253444261643
C6H6-H,3,CH,0.8804443707583121,-145147.73785736458,-145149.83209580852,-145531.68417762558,-145507.74765993294,-1229.0394287109375,-145694.16994617664,-145666.48726679283,-145632.3605564347,-145612.5742464769,-149679.03776304124,162.75398799835753,390.24584254842927
C6H6-H,4,CH,0.9804921723297948,-145274.44512350368,-145276.80884528664,-145659.4958986544,-145650.3353769892,-1338.080810546875,-145680.96109391036,-145680.20799220842,-145642.56204603665,-145641.63339777387,-149679.03776304124,48.29234144504052,118.01918493169727
C6H6-H,5,CH,1.0804899721885437,-145309.3146851123,-145311.92196060644,-145694.15442197386,-145691.78570772347,-1372.7620849609375,-145683.8810453216,-145687.99099926953,-145649.59539668902,-145686.55623316014,-149679.03776304124,16.57567546437426,19.456137364738208
C6H6-H,6,CH,1.180487772067123,-145291.43933198365,-145294.03294982787,-145675.30496109842,-145668.72814394173,-1350.7396240234375,-145635.3529721991,-145691.84345461192,-145654.36624850574,-145670.9907461791,-149679.03776304124,33.06996720775836,94.24513309290826
C6H6-H,7,CH,1.2804355704212529,-145243.97629076074,-145246.5941678281,-145627.00843963402,-145620.09561182198,-1309.7349853515625,-145583.3057307755,-145693.0014353634,-145657.36418924492,-145622.7458448111,-149679.0377630412,76.11912463929525,342.162014117601
C6H6-H,8,CH,1.3804833718665357,-145180.75962442908,-145183.17664168496,-145564.2587914351,-145556.4057715052,-1256.15234375,-145535.4390008332,-145692.49126554912,-145659.42000010316,-145561.8356797527,-149679.03776304124,136.98292957638242,763.3659859560718
C6H6-H,9,CH,1.480517774293845,-145110.2338178931,-145112.1797619612,-145494.73706440488,-145477.862818014,-1203.6331787109375,-145482.7316648945,-145690.5011544437,-145660.2740582794,-145494.4257516247,-149679.03776304124,219.69066728475516,1357.4673541981792
C6H6-H,10,CH,1.58056557282512,-145037.50233648653,-145039.15960923783,-145421.47689413896,-145407.56597353154,-721.0477905273438,-145426.2736774063,-145687.70404745024,-145660.53494769175,-145422.4356386387,-144370.36538419023,341.28751698683783,2125.1326198958886
C6H6-H,11,CH,1.6805633728009188,-144965.71628825847,-144962.79424989666,-145339.89847798616,-145367.3792517298,-721.992919921875,-145412.52541202412,-145684.62447693496,-145660.5031813597,-145357.8660874971,-144370.36538419023,531.3677829945323,3065.1972153432393
C6H6-H,12,CH,1.7805111737925152,-144896.65255760466,-144888.3614768161,-145260.7833704025,-145325.54302431282,-735.5145263671875,-145388.6946887284,-145680.8528109473,-145659.81358824423,-145295.0333461845,-144370.36538419023,832.6003865312309,4178.188794645711
C6H6-H,13,CH,1.8805589727525165,-144831.31811244143,-144818.42301317694,-145179.72800921797,-145287.147974264,-749.0032958984375,-145354.29366799624,-145676.93243270295,-145659.01159602942,-145231.35909818398,-144370.36538419023,1300.6890587405744,5464.788616279808
C6H6-H,14,CH,1.980506773530452,-144770.27646626675,-144752.01398341206,-145105.0395972376,-145238.83779359993,-764.9752197265625,-145347.54893418355,-145673.04137800215,-145658.02476401496,-145174.5600663507,-144370.36538419023,2003.297754934261,6923.450178008993
C6H6-H,15,CH,2.0805045734148244,-144713.6708475664,-144688.80857181674,-145036.74682216282,-145204.8629400843,-774.24072265625,-145347.54893418355,-145668.80023609742,-145656.70630831434,-145133.97303971252,-144370.36538419029,3022.308624760108,8555.831228740899
C6H6-H,16,CH,2.1805023733075832,-144661.59862166937,-144633.15772743005,-144986.37869894176,-145160.5443060511,-779.2962036132812,-145346.75202425878,-145664.71648382457,-145655.42239207236,-145112.1381491927,-144370.36538419023,4450.865863959765,10360.61431001257
C6H6-H,17,CH,2.2805001732076238,-144613.9894104099,-144585.07868483596,-144970.21835942747,-145132.81701112926,-780.5523071289062,-145338.27377456383,-145660.72489126006,-145654.05499439713,-145104.03606392047,-144370.36538419029,6396.342144455355,12338.658572624376
C6H6-H,18,CH,2.3805479726315117,-144570.68104672254,-144543.16760883844,-144975.98597130727,-145099.54955507454,-780.5523071289062,-145288.96114097486,-145656.6632812548,-145652.63945116947,-145103.6181262819,-144370.36538419023,8979.116470682458,14490.423497161064
C6H6-H,19,CH,2.480545772607311,-144531.4873742567,-144509.70819371435,-144992.7524553971,-145088.7429754847,-780.5523071289062,-145269.70893615336,-145652.7512811657,-145651.18061998585,-145104.0441206482,-144370.36538419023,12329.30500777125,16814.073458780284
C6H6-H,20,CH,2.580493572942975,-144496.2025470479,-144479.27109789042,-145023.59734480976,-145071.36614443,-780.5523071289062,-145233.30981787053,-145648.84287171465,-145649.60751344138,-145102.3655312844,-144370.36538419029,16594.014016422567,19311.071554960858
C6H6-H,21,CH,2.6804913728643114,-144464.56800904617,-144449.64805637256,-145066.49103142193,-145059.25463319954,-780.5523071289062,-145233.01301117486,-145645.11878168033,-145648.15412113056,-145098.74871155998,-144370.36538419029,21929.855313243654,21980.585673711492
C6H6-H,22,CH,2.7804891727895646,-144436.3714178409,-144418.20717660274,-145108.8279821334,-145061.5656683558,-780.5523071289062,-145217.83296826572,-145641.46381142733,-145646.64353920112,-145097.24642579406,-144370.36538419023,28509.503186309477,24823.506034329486
C6H6-H,23,CH,2.8805369725105074,-144411.4044490547,-144385.63620054716,-145147.56887149636,-145059.7648871058,-780.5523071289062,-145179.97608903333,-145637.91536343464,-145645.18145383996,-145094.47274911604,-144370.36538419029,36518.837840059234,27840.43639859014
C6H6-H,24,CH,2.9805347724863065,-144389.522328323,-144361.58559987476,-145189.1014818958,-145054.04149843391,-780.5523071289062,-145164.72979290882,-145634.46087046937,-145643.6872258961,-145092.2323908804,-144370.36538419029,46147.40349067301,31028.82039210438
C6H6-H,25,CH,3.0804825725850167,-144370.5528122044,-144348.49097194787,-145236.94269363207,-145045.92577577766,-780.5523071289062,-145162.92989382264,-145631.13982954933,-145642.23135361803,-145091.2182530504,-144370.36538419023,57610.21155431628,34390.697633227304
C6H6-H,26,CH,3.1804803725223647,-144354.34812219732,-144344.93878245418,-145288.64155965534,-145038.66131044563,-780.5523071289062,-145160.59765454484,-145627.8651677033,-145640.79897829494,-145091.30178564327,-144370.36538419023,71125.59910915188,37924.94760489838
C6H6-H,27,CH,3.280478172462057,-144340.70969736937,-144351.1476345572,-145332.93754001215,-145047.29693056282,-780.3690185546875,-145160.84493592154,-145624.83077938273,-145639.46717429595,-145092.3979132138,-144370.36538419023,86933.10631132068,41632.748709747575
C6H6-H,28,CH,3.380525972389504,-144329.4459551477,-144369.10293739787,-145363.57753864457,-145047.04577089485,-780.3690185546875,-145161.09221729828,-145621.7443268113,-145638.0566520627,-145094.84777909823,-144370.36538419029,105285.12000960043,45514.84874673346
C6H6-H,29,CH,3.480523772365303,-144320.30254527403,-144399.99372804677,-145385.5367211087,-145055.0959417933,-780.3690185546875,-145145.84289790224,-145618.8939586877,-145636.75224566725,-145098.5837105236,-144370.36538419023,126426.43635653073,49567.97048643671
C6H6-H,30,CH,3.5804715722932365,-144312.94903772278,-144436.9733255802,-145401.9727916986,-145068.09972597298,-780.3690185546875,-145132.65633010826,-145616.0217475163,-145635.40639051763,-145102.1551096125,-144370.36538419023,150643.3014125785,53794.73005384667
C6H6-H,31,CH,3.680469372240448,-144307.05816307067,-144473.08612053568,-145411.1441039772,-145058.6952459925,-780.3690185546875,-145133.60645912073,-145613.18125364714,-145634.02887864603,-145101.82236897707,-144370.36538419029,178213.92529713802,58193.71854998002
C6H6-H,32,CH,3.780467172189173,-144302.31855504442,-144509.68163305696,-145413.64098127128,-145075.2050116175,-780.3690185546875,-145125.66586608463,-145610.55111132015,-145632.81395611938,-145101.33321701837,-144370.36538419029,209446.67280757715,62766.40260853824
C6H6-H,33,CH,3.8805149722684997,-144298.46633150947,-144547.93032267597,-145413.75737778607,-145075.1292669886,-780.0023803710938,-145102.4170590398,-145607.99756927026,-145631.60450165576,-145101.45745285903,-144370.36538419029,244661.71080923575,67513.67412043165
C6H6-H,34,CH,3.9805127722443,-144295.28739138352,-144582.41374067336,-145414.61868207372,-145075.4212591761,-780.0023803710938,-145094.5230599623,-145605.50536728604,-145630.38214294048,-145103.73403072037,-144370.36538419029,284153.5752648384,72431.535054017
C6H6-H,35,CH,4.0804605720433065,-144292.60955381131,-144606.91281356954,-145416.32331875776,-145082.03423525032,-780.0023803710938,-145094.55583275505,-145603.0065824655,-145629.17957597485,-145107.86282142214,-144370.36538419029,328284.1457788152,77523.17809576307
C6H6-H,36,CH,4.180508372195899,-144290.30699552532,-144622.61411635161,-145418.19018869472,-145099.3195746058,-780.0023803710938,-145094.70293651198,-145600.6696755743,-145628.01740136414,-145106.87084806742,-144370.36538419023,377397.739867549,82787.79787817669
C6H6-H,37,CH,4.28045617195177,-144288.2796099216,-144634.57648434362,-145420.1466936727,-145098.8768866175,-780.0023803710938,-145094.69854463596,-145598.43570030545,-145626.94047330142,-145107.16028247628,-144370.36538419023,431848.1775156021,88224.47370967528
C6H6-H,38,CH,4.380453971907478,-144286.45730673088,-144646.87832141208,-145422.63900786437,-145102.16277528938,-780.0023803710938,-145094.69854463596,-145596.26725417987,-145625.84890607747,-145106.78389081015,-144370.36538419029,492040.28037561954,93835.96768251274
C6H6-H,39,CH,4.480501772123295,-144284.80051896666,-144660.82635967524,-145425.56455497092,-145111.18126894173,-780.0023803710938,-145094.69854463596,-145594.10449323116,-145624.77886551272,-145105.91521472763,-144370.36538419029,558334.4413761502,99619.51770699484
C6H6-H,40,CH,4.580449571821526,-144283.28240341393,-144677.12695594216,-145427.98475718295,-145123.43950868782,-780.0023803710938,-145094.69854463596,-145592.03030135282,-145623.72386699053,-145104.94279819418,-144370.36538419029,631142.0551128959,105576.0444783326
C6H6-H,41,CH,4.680497372074894,-144281.87109744555,-144694.05806938806,-145429.19755126748,-145136.2805121058,-779.8190307617188,-145094.69854463596,-145590.02433159627,-145622.70253748333,-145104.38869916828,-144370.36538419023,710877.8026524595,111705.54799385305
C6H6-H,42,CH,4.780445171738716,-144280.5405464325,-144707.53995319208,-145429.48944021398,-145131.20958925426,-779.8190307617188,-145094.69854463596,-145588.1341599149,-145621.7659490727,-145104.67484215897,-144370.36538419029,797954.041896002,118006.963402361
C6H6-H,43,CH,4.880442971698368,-144279.27387088042,-144715.83874106826,-145429.48644801567,-145148.09169984993,-779.8190307617188,-145094.66864542244,-145586.22693270302,-145620.78872234825,-145105.824967221,-144370.36538419023,892856.5709545639,124483.48524239748
C6H6-H,44,CH,4.980490772002294,-144278.05541172577,-144719.49888918907,-145429.4753955831,-145145.31151796516,-779.8190307617188,-145094.6686454224,-145584.40737690206,-145619.84502885738,-145107.35755834557,-144370.36538419029,995993.1013974141,131131.91896646106
C6H6-H,45,CH,5.08043857161958,-144276.89064525976,-144720.27105077283,-145429.47962206326,-145171.75811220345,-779.8190307617188,-145094.6686454224,-145582.60278209273,-145618.9245322543,-145105.2720265031,-144370.36538419017,1107844.7850030838,137953.32941716985
CH3OH,0,OC,0.9062,-72049.09021806555,-72116.65130250952,-72401.80815232775,-72288.45755397617,-425.3535461425781,-91473.80523447382,-72407.27128776447,-72444.37243468234,-70725.14766048826,-199777.10195428928,250.4726766786113,367.8472955810839
CH3OH,1,OC,1.0062,-72225.1315832569,-72234.46518325337,-72463.24905505744,-72420.66885768711,-429.03253173828125,-91485.08767413466,-72456.78798095239,-72451.33224295736,-71857.95174113277,-199777.10195428928,136.35931696568667,243.86234864177425
CH3OH,2,OC,1.1062,-72321.20421333011,-72323.7181083739,-72522.69352098745,-72513.99505245031,-453.7724304199219,-91602.67032442654,-72481.27822657648,-72456.67504081507,-72327.4165914496,-199777.10195428928,65.13099873267473,146.20427988624056
CH3OH,3,OC,1.2062,-72370.6300136615,-72371.86704988913,-72563.53205592076,-72566.11243831455,-481.9469604492188,-92108.69081933309,-72490.08695922312,-72460.66962483707,-72514.61807289973,-199777.10195428928,24.99338221182673,74.87146916162419
CH3OH,4,OC,1.3062,-72392.68056633594,-72393.87448293416,-72584.56471410887,-72585.03534709751,-502.32611083984375,-91872.07197814294,-72489.47116480798,-72463.81929544015,-72576.7569938428,-199777.10195428922,6.205903032097204,29.862318174168948
CH3OH,5,OC,1.4062,-72398.73579231142,-72399.94486535896,-72590.64467021951,-72590.57935725986,-506.98822021484375,-92002.8635611055,-72482.8907222534,-72466.32011615414,-72589.97206550131,-199777.10195428922,1.0776572810097858,11.175286265965688
CH3OH,6,OC,1.5062,-72395.57590967901,-72396.81050640019,-72587.80426174779,-72587.24686443151,-505.87152099609375,-92009.80441485796,-72472.66099462262,-72468.19802545538,-72586.29226935282,-199777.10195428928,3.9640119812170576,18.808910985638388
CH3OH,7,OC,1.6062,-72387.31607279798,-72388.65421888744,-72580.06184894138,-72579.86380779088,-502.0545959472656,-92009.94734044975,-72460.10363591542,-72469.76723428814,-72577.10783610927,-199777.10195428928,11.263641571732164,52.76181858671156
CH3OH,8,OC,1.7062,-72376.44353178814,-72377.89310745367,-72569.50673493759,-72570.04606639683,-498.66357421875,-92009.35206942685,-72446.42121063835,-72470.93892906644,-72566.09027668566,-199777.10195428936,21.415985717508107,113.03272796180251
CH3OH,9,OC,1.8062,-72364.4539024685,-72366.10541332154,-72558.12470004386,-72559.40160762607,-496.5112609863281,-92314.16911042048,-72431.83633834668,-72471.95400261512,-72552.52878268178,-199777.10195428922,34.89919216265923,199.62045039004553
CH3OH,10,OC,1.9062,-72352.1476058255,-72354.30535398165,-72546.40399505297,-72546.80699550449,,-92300.97423538846,-72417.31340456032,-72472.65895937575,-72535.64761090289,-144370.36538419029,54.22855798722476,312.5238866972168
CH3OH,11,OC,2.0062,-72340.07888008446,-72338.85440031736,-72541.37780784006,-72534.53294002354,,-92315.66598512926,-72402.73242212649,-72473.25527173662,-72518.71550425269,-144370.36538419023,83.95541634387399,451.74202289670717
CH3OH,12,OC,2.1062,-72328.48507709574,-72312.30140428092,-72547.17785701987,-72522.75931178867,,-92302.19164186888,-72388.29297067337,-72473.7350286855,-72507.52570875068,-144370.36538419023,130.6663791163042,617.2739250183653
CH3OH,13,OC,2.2062,-72317.53957936933,-72283.27973596231,-72556.72907095347,-72513.87968837559,,-92302.38638554487,-72374.02646828341,-72474.12540933555,-72504.5524953989,-144370.36538419023,202.98284113477172,809.1187335877005
CH3OH,14,OC,2.3062,-72307.32513835985,-72257.91384183602,-72565.22273212952,-72504.49147426426,,-92302.18372983669,-72360.43021831806,-72474.41568327254,-72507.04157193845,-144370.36538419029,311.56066520004146,1027.2756580527787
CH3OH,15,OC,2.4062,-72297.84256768771,-72240.42465615022,-72571.45373033528,-72500.23874294103,,-92069.31505895582,-72347.28369576084,-72474.63697008458,-72510.66829806007,-144370.36538419029,469.08998665441567,1271.74397134506
CH3OH,16,OC,2.5062,-72289.0844070796,-72230.86227857185,-72575.37193806705,-72502.28897487461,,-92069.1673357153,-72334.51059955447,-72474.77823855763,-72513.34084661648,-144370.36538419029,690.2950944705341,1542.5230046859306
CH3OH,17,OC,2.6062,-72281.01973270117,-72224.3853578114,-72576.91970992276,-72504.0548897916,,-92263.40787263653,-72322.24079110625,-72474.90039500753,-72515.1867428211,-144370.36538419023,991.9343601580646,1839.612142701099
CH3OH,18,OC,2.7062,-72273.58167747178,-72219.49843932665,-72577.11981084806,-72507.38774501621,,-92263.53525596083,-72310.35637780218,-72474.98994914084,-72516.44830009548,-144370.36538419017,1392.800196014977,2163.010818872319
CH3OH,19,OC,2.8062,-72266.71478377229,-72216.13247286915,-72577.94769368299,-72508.72307979403,,-92263.48197064274,-72299.12845281043,-72474.99748899387,-72517.15865703605,-144370.36538419029,1913.7190311250029,2512.7185113345863
