name,phi,psi,theta,mmff_energy
gly-gly,60,180,,233.66817011174984
gly-gly,60,20,,229.7871787638095
gly-gly,60,40,,229.0396417634213
gly-gly,60,60,,234.4597205809466
gly-gly,60,80,,230.57186987084444
gly-gly,80,-100,,42.752505265235754
gly-gly,80,-120,,40.25926225136723
gly-gly,80,-140,,42.01651274869983
gly-gly,80,-160,,45.748405699157146
gly-gly,80,-180,,40.56814323285032
gly-gly,80,-20,,39.52879100335812
gly-gly,80,-40,,44.93266219465527
gly-gly,80,-60,,43.687843889517495
gly-gly,80,-80,,39.08495927180245
gly-gly,80,0,,42.93060617827862
gly-gly,80,100,,40.62208715092824
gly-gly,80,120,,42.41409287018013
gly-gly,80,140,,39.18638215402103
gly-gly,80,160,,44.10412178755872
gly-gly,80,180,,44.51350963292962
gly-gly,80,20,,39.94805087304863
gly-gly,80,40,,40.98643352066878
gly-gly,80,60,,45.90874803280916
gly-gly,80,80,,41.517829120087995
gly-gly,-100,-100,,48.678713324616254
gly-gly,-100,-120,,45.650036199722905
gly-gly,-100,-140,,91.5242010486422
gly-gly,-100,-160,,41.51834345044354
gly-gly,-100,-180,,57.86138895383433
gly-gly,-100,-20,,100.38461681218291
gly-gly,-100,-40,,44.6435705495406
gly-gly,-100,-60,,43.858674003208804
gly-gly,-100,-80,,73.13520928990968
gly-gly,-100,0,,42.24300059099443
gly-gly,-100,100,,42.90181092949345
gly-gly,-100,120,,50.10475298625176
gly-gly,-100,140,,71.96785260686681
gly-gly,-100,160,,43.08033121284898
gly-gly,-100,180,,46.3219897898347
gly-gly,-100,20,,63.4708951821486
gly-gly,-100,40,,54.87326220109334
gly-gly,-100,60,,41.50435122655706
gly-gly,-100,80,,130.24313011040283
gly-gly,-120,-100,,41.019414866770056
gly-gly,-120,-120,,206.07538592967694
gly-gly,-120,-140,,39.47795269223601
gly-gly,-120,-160,,54.58612125439126
gly-gly,-120,-180,,65.28997177530981
gly-gly,-120,-20,,60.524082553721215
gly-gly,-120,-40,,43.97159416991974
gly-gly,-120,-60,,71.00333924855116
gly-gly,-120,-80,,48.2064676447314
gly-gly,-120,0,,49.24731925315265
gly-gly,-120,100,,227.66865002430342
gly-gly,-120,120,,40.95676835575639
gly-gly,-120,140,,50.29414953877867
gly-gly,-120,160,,68.52469446670304
gly-gly,-120,180,,42.96416784264288
gly-gly,-120,20,,42.0963206855041
gly-gly,-120,40,,68.38195592104837
gly-gly,-120,60,,52.41471358509817
gly-gly,-120,80,,39.586663413761684
gly-gly,-140,-100,,29.875262175596355
gly-gly,-140,-120,,25.59865092737507
gly-gly,-140,-140,,33.36137504566838
gly-gly,-140,-160,,38.06764598496602
gly-gly,-140,-180,,33.849893439870705
gly-gly,-140,-20,,26.31409536164971
gly-gly,-140,-40,,37.58828674186246
gly-gly,-140,-60,,36.1966842278875
gly-gly,-140,-80,,32.265093278283985
gly-gly,-140,0,,27.53742242191171
gly-gly,-140,100,,25.894521491646863
gly-gly,-140,120,,30.250829580606762
gly-gly,-140,140,,32.47378738112662
gly-gly,-140,160,,36.56467650789121
gly-gly,-140,180,,37.1437947892062
gly-gly,-140,20,,31.558791619042033
gly-gly,-140,40,,34.15591049378916
gly-gly,-140,60,,38.230219616620886
gly-gly,-140,80,,32.35145550946549
gly-gly,-160,-100,,34.302959314593025
gly-gly,-160,-120,,31.402156270180345
gly-gly,-160,-140,,34.27584793160874
gly-gly,-160,-160,,35.68366648435348
gly-gly,-160,-180,,31.575374534348466
gly-gly,-160,-20,,39.20202064167411
gly-gly,-160,-40,,35.939137992568405
gly-gly,-160,-60,,33.57562669168506
gly-gly,-160,-80,,31.327279380435797
gly-gly,-160,0,,32.65259725214576
gly-gly,-160,100,,30.82926588279597
gly-gly,-160,120,,34.28000997598356
gly-gly,-160,140,,31.23526370538286
gly-gly,-160,160,,33.958348245709416
gly-gly,-160,180,,35.67756860168833
gly-gly,-160,20,,32.89727642013062
gly-gly,-160,40,,31.763030741521444
gly-gly,-160,60,,35.91729946195801
gly-gly,-160,80,,34.412674418016735
gly-gly,-180,-100,,37.02807857569532
gly-gly,-180,-120,,33.533364596352854
gly-gly,-180,-140,,29.868938680557477
gly-gly,-180,-160,,32.503268207445345
gly-gly,-180,-180,,31.79139289735539
gly-gly,-180,-20,,28.198834508216386
gly-gly,-180,-40,,32.39526725982424
gly-gly,-180,-60,,31.607742017128185
gly-gly,-180,-80,,33.06991318516965
gly-gly,-180,0,,36.02142781362981
gly-gly,-180,100,,34.10490515824324
gly-gly,-180,120,,36.95335885239926
gly-gly,-180,140,,32.78967449547117
gly-gly,-180,160,,31.729943007315498
gly-gly,-180,180,,32.141252821572635
gly-gly,-180,20,,35.30595681106681
gly-gly,-180,40,,31.657623624900832
gly-gly,-180,60,,32.62097638137443
gly-gly,-180,80,,29.308299475929662
gly-gly,-20,-100,,30.017354632878067
gly-gly,-20,-120,,30.98787411067615
gly-gly,-20,-140,,32.88164753263872
gly-gly,-20,-160,,42.748448111862494
gly-gly,-20,-180,,38.19555170209428
gly-gly,-20,-20,,28.398737892670916
gly-gly,-20,-40,,39.03385337042353
gly-gly,-20,-60,,42.46915186284836
gly-gly,-20,-80,,35.06556202258329
gly-gly,-20,0,,24.448975696699847
gly-gly,-20,100,,30.285542246757228
gly-gly,-20,120,,30.921880252401433
gly-gly,-20,140,,35.45151348624301
gly-gly,-20,160,,42.814042965252405
gly-gly,-20,180,,38.19175766475785
gly-gly,-20,20,,33.67442197483304
gly-gly,-20,40,,38.86276668450893
gly-gly,-20,60,,42.430197747146565
gly-gly,-20,80,,31.751359628556003
gly-gly,-40,-100,,32.65029779368124
gly-gly,-40,-120,,27.26918597234179
gly-gly,-40,-140,,35.50605684239619
gly-gly,-40,-160,,37.27720575879795
gly-gly,-40,-180,,33.13237777816699
gly-gly,-40,-20,,30.66046956180189
gly-gly,-40,-40,,37.49049063449122
gly-gly,-40,-60,,35.32848145699536
gly-gly,-40,-80,,31.932938100411484
gly-gly,-40,0,,30.886090884863872
gly-gly,-40,100,,27.562287987270224
gly-gly,-40,120,,32.71074401115439
gly-gly,-40,140,,32.043115655237855
gly-gly,-40,160,,35.694239429461156
gly-gly,-40,180,,37.24657071990413
gly-gly,-40,20,,32.238422408071465
gly-gly,-40,40,,33.406148592920985
gly-gly,-40,60,,37.49044644437518
gly-gly,-40,80,,35.16400564648971
gly-gly,-60,-100,,35.67758247239806
gly-gly,-60,-120,,36.76775855597384
gly-gly,-60,-140,,31.910078989291442
gly-gly,-60,-160,,34.28637523063502
gly-gly,-60,-180,,31.23398680900547
gly-gly,-60,-20,,35.99849197635106
gly-gly,-60,-40,,34.58935792415342
gly-gly,-60,-60,,32.34581842675388
gly-gly,-60,-80,,31.97095051847237
gly-gly,-60,0,,34.490828243599715
gly-gly,-60,100,,35.56201664505025
gly-gly,-60,120,,35.63076278936726
gly-gly,-60,140,,31.739242111405208
gly-gly,-60,160,,32.66761832587913
gly-gly,-60,180,,34.29831650385637
gly-gly,-60,20,,34.07096802897102
gly-gly,-60,40,,31.255204528084242
gly-gly,-60,60,,34.52836585987174
gly-gly,-60,80,,31.510872465573968
gly-gly,-80,-100,,37.53733474015496
gly-gly,-80,-120,,29.003961316462302
gly-gly,-80,-140,,27.34787925798415
gly-gly,-80,-160,,30.536149973368186
gly-gly,-80,-180,,31.930275126500327
gly-gly,-80,-20,,25.897863334306038
gly-gly,-80,-40,,28.560830083788495
gly-gly,-80,-60,,30.977684358854482
gly-gly,-80,-80,,33.58822474154529
gly-gly,-80,0,,35.36821404592338
gly-gly,-80,100,,29.990871472642056
gly-gly,-80,120,,37.54696657511717
gly-gly,-80,140,,33.25190860825843
gly-gly,-80,160,,30.93018158781998
gly-gly,-80,180,,28.257723727800784
gly-gly,-80,20,,36.05908142442489
gly-gly,-80,40,,31.720943037908327
gly-gly,-80,60,,30.357456790591087
gly-gly,-80,80,,27.201328064868825
gly-gly,0,-100,,50.16370368104417
gly-gly,0,-120,,139.4872391845616
gly-gly,0,-140,,77.06096021401855
gly-gly,0,-160,,52.26491672376018
gly-gly,0,-180,,125.50919635249588
gly-gly,0,-20,,1136.5163934086718
gly-gly,0,-40,,50.16079451233073
gly-gly,0,-60,,71.33450679363904
gly-gly,0,-80,,103.72946406186796
gly-gly,0,0,,51.716121839761314
gly-gly,0,100,,107.06027071254839
gly-gly,0,120,,50.934118823533026
gly-gly,0,140,,112.51420919234195
gly-gly,0,160,,66.10208686043953
gly-gly,0,180,,51.35611142391183
gly-gly,0,20,,63.181324382077904
gly-gly,0,40,,119.28000590846324
gly-gly,0,60,,51.09577206787482
gly-gly,0,80,,90.7595752541291
gly-gly,100,-100,,42.990436200245
gly-gly,100,-120,,375.5101048328842
gly-gly,100,-140,,41.95872046560253
gly-gly,100,-160,,56.016013555888755
gly-gly,100,-180,,75.79674679408993
gly-gly,100,-20,,76.6936650574969
gly-gly,100,-40,,44.94915435713773
gly-gly,100,-60,,77.34568424887308
gly-gly,100,-80,,53.03935835663551
gly-gly,100,0,,53.23455570754033
gly-gly,100,100,,339.602537703547
gly-gly,100,120,,42.835912230654955
gly-gly,100,140,,55.95238095264405
gly-gly,100,160,,73.56989095368421
gly-gly,100,180,,44.025904462268215
gly-gly,100,20,,44.28595025339072
gly-gly,100,40,,79.42896186499887
gly-gly,100,60,,53.603443497518825
gly-gly,100,80,,42.75602037402244
gly-gly,120,-100,,47.550609177353024
gly-gly,120,-120,,40.90599315439451
gly-gly,120,-140,,79.88926529575673
gly-gly,120,-160,,39.77328152612745
gly-gly,120,-180,,51.435779580778046
gly-gly,120,-20,,75.03954920557975
gly-gly,120,-40,,41.30764355342268
gly-gly,120,-60,,41.40994078225725
gly-gly,120,-80,,64.12819133822947
gly-gly,120,0,,41.11324462881653
gly-gly,120,100,,39.28998653988022
gly-gly,120,120,,48.85478872371691
gly-gly,120,140,,62.773582588502435
gly-gly,120,160,,40.875659981527065
gly-gly,120,180,,42.30886832376257
gly-gly,120,20,,59.5604742799776
gly-gly,120,40,,49.24848341024193
gly-gly,120,60,,39.73623830071011
gly-gly,120,80,,104.71087142026391
gly-gly,140,-100,,37.40642598502539
gly-gly,140,-120,,29.487654185938847
gly-gly,140,-140,,27.785824595129657
gly-gly,140,-160,,30.795289200075644
gly-gly,140,-180,,31.846287644423473
gly-gly,140,-20,,26.01765884303692
gly-gly,140,-40,,29.305757691072216
gly-gly,140,-60,,31.01217654748981
gly-gly,140,-80,,33.41785672830889
gly-gly,140,0,,35.495334877419666
gly-gly,140,100,,30.469817414176084
gly-gly,140,120,,37.38971379466605
gly-gly,140,140,,33.093025546813145
gly-gly,140,160,,30.988428110629645
gly-gly,140,180,,29.0342118809645
gly-gly,140,20,,35.831833149380145
gly-gly,140,40,,31.652927547862326
gly-gly,140,60,,30.67603480032283
gly-gly,140,80,,27.510296489412735
gly-gly,160,-100,,35.438076028686055
gly-gly,160,-120,,36.16690867236859
gly-gly,160,-140,,32.232852015794805
gly-gly,160,-160,,34.51027185879226
gly-gly,160,-180,,31.195256962810895
gly-gly,160,-20,,37.37614650699688
gly-gly,160,-40,,34.81094594714332
gly-gly,160,-60,,32.49663046423518
gly-gly,160,-80,,31.797004842526963
gly-gly,160,0,,34.15778906897946
gly-gly,160,100,,34.904064868387465
gly-gly,160,120,,35.39626323718178
gly-gly,160,140,,31.580742033507995
gly-gly,160,160,,32.83729125757827
gly-gly,160,180,,34.514040833618864
gly-gly,160,20,,33.851506226997714
gly-gly,160,40,,31.246318665000647
gly-gly,160,60,,34.75563179174316
gly-gly,160,80,,31.916683460488354
gly-gly,180,-100,,32.298273591001646
gly-gly,180,-120,,26.914906142857998
gly-gly,180,-140,,35.277448434619316
gly-gly,180,-160,,37.43358945836384
gly-gly,180,-180,,33.303104790716446
gly-gly,180,-20,,29.66318579991002
gly-gly,180,-40,,37.595962097283646
gly-gly,180,-60,,35.499197754406346
gly-gly,180,-80,,32.02467772813391
gly-gly,180,0,,30.513527999238732
gly-gly,180,100,,27.251825182171615
gly-gly,180,120,,32.38214639181822
gly-gly,180,140,,32.15649178379984
gly-gly,180,160,,35.86220004150755
gly-gly,180,180,,37.33362301616764
gly-gly,180,20,,32.13885786372084
gly-gly,180,40,,33.57795668337527
gly-gly,180,60,,37.64725105903413
gly-gly,180,80,,34.787020738855205
gly-gly,20,-100,,40.441042329739744
gly-gly,20,-120,,29.4256444304458
gly-gly,20,-140,,26.476854868084114
gly-gly,20,-160,,31.81718457774855
gly-gly,20,-180,,35.012541570881105
gly-gly,20,-20,,30.74693520948811
gly-gly,20,-40,,26.36575004294835
gly-gly,20,-60,,33.001047736392664
gly-gly,20,-80,,38.2146963181459
gly-gly,20,0,,36.32192882235641
gly-gly,20,100,,30.16097427598351
gly-gly,20,120,,40.79799941181841
gly-gly,20,140,,37.63277810689308
gly-gly,20,160,,32.86214660202535
gly-gly,20,180,,25.419658091528998
gly-gly,20,20,,41.011247587003474
gly-gly,20,40,,34.59073097153665
gly-gly,20,60,,31.39372925089907
gly-gly,20,80,,27.93329135496588
gly-gly,40,-100,,36.90318829088199
gly-gly,40,-120,,34.498517286451786
gly-gly,40,-140,,30.202371614694247
gly-gly,40,-160,,32.81282295615681
gly-gly,40,-180,,31.741985715430033
gly-gly,40,-20,,28.91945494774239
gly-gly,40,-40,,32.8335309262797
gly-gly,40,-60,,31.71628113816444
gly-gly,40,-80,,32.97412972393449
gly-gly,40,0,,35.96871473678737
gly-gly,40,100,,34.8521243655145
gly-gly,40,120,,36.82557547549167
gly-gly,40,140,,32.69476075537408
gly-gly,40,160,,31.872056098991585
gly-gly,40,180,,32.573339642902994
gly-gly,40,20,,35.18715958131037
gly-gly,40,40,,31.624504762089362
gly-gly,40,60,,32.96199346269681
gly-gly,40,80,,29.630482085253878
gly-gly,60,-100,,34.0934187535019
gly-gly,60,-120,,30.5387022014207
gly-gly,60,-140,,34.691090569328004
gly-gly,60,-160,,35.92795454867789
gly-gly,60,-180,,31.763854698222325
gly-gly,60,-20,,38.262301074479616
gly-gly,60,-40,,36.18435897626231
gly-gly,60,-60,,33.84054525598063
gly-gly,60,-80,,31.342967278622762
gly-gly,60,0,,32.40593861064992
gly-gly,60,100,,30.15569089005177
gly-gly,60,120,,34.07517633922778
gly-gly,60,140,,31.283747851010236
gly-gly,60,160,,34.22268477043561
gly-gly,60,180,,35.93611028474414
gly-gly,60,20,,32.76106944187908
gly-gly,60,40,,31.971469009473303
gly-gly,60,60,,36.1604453474708
gly-gly,60,80,,34.86680265561539
gly-gly,80,-100,,29.383506714528632
gly-gly,80,-120,,25.527373747303052
gly-gly,80,-140,,33.00217947493905
gly-gly,80,-160,,38.2865098055082
gly-gly,80,-180,,34.0128133357318
gly-gly,80,-20,,25.98080755660706
gly-gly,80,-40,,37.576609431816294
gly-gly,80,-60,,36.4488892894899
gly-gly,80,-80,,32.35741809091577
gly-gly,80,0,,26.714786067774455
gly-gly,80,100,,25.758562987375697
gly-gly,80,120,,29.85482233384236
gly-gly,80,140,,32.57691315402821
gly-gly,80,160,,36.82550859093503
gly-gly,80,180,,37.08217802492239
gly-gly,80,20,,31.52357386358654
gly-gly,80,40,,34.3321908881623
gly-gly,80,60,,38.430567315185954
gly-gly,80,80,,31.935117386117845
gly-gly,,,-100,6393.99918040894
gly-gly,,,-120,30351.971449941626
gly-gly,,,-140,38886.99538010629
gly-gly,,,-160,1431.1174810103971
gly-gly,,,-180,22782.697448533585
gly-gly,,,-20,278.29874515831307
gly-gly,,,-40,3689.2741547207993
gly-gly,,,-60,71361.49149800302
gly-gly,,,-80,28639.132768092324
gly-gly,,,0,207.52654862642493
gly-gly,,,100,2142.7964328907356
gly-gly,,,120,20212.40387427209
gly-gly,,,140,694.1315744171209
gly-gly,,,160,6007.358114863437
gly-gly,,,180,22782.697448533585
gly-gly,,,20,239.09891917780197
gly-gly,,,40,1554.5856633287513
gly-gly,,,60,1811.0160931563548
gly-gly,,,80,376.6349317391179
